original	polished	Count
Helsingisä	Finland	1
Orisberg	Finland	1
Imprimé à Åbo	Finland	1
Kurkijoki	Finland	1
Helsinki Otava	Finland	1
[Brahestad]	Finland	1
Jywäskylä	Finland	1
[Fredrikshamn]	Finland	1
A St. Pétersbourg	Russia	1
Peterisa prändätty	Russia	1
[St. Petersburg?]	Russia	1
[Örebro]	Sweden	1
St. Peterborissa	Russia	1
Trukketum Hernösandesne	Sweden	1
V' Sanktpeterburge	Russia	1
St.-Petersburg	Russia	1
Ja kolmanen kerran Turusa prändätty	Finland	1
Strengnäsis	Sweden	1
Excuderunt Aboae	Finland	1
