original	polished	Count
Långhjelm, Georg.	male	6
Estlander, Ernst.	male	6
Jakobsson, Jarl.	male	6
Äyräpää, Matti	female	6
Zilliacus, Emil.	male	6
Ladenburg, Max.	male	6
Hjelt, Teodor.	male	6
Hedenstierna, Karl Josef Alfred.	male	6
Harte, Bret.	male	6
Björnsson, Rudolf.	male	6
Söderhjelm, Henning	male	6
Varin, Charles Victor.	male	6
Vallinmäki, Aaro	male	6
Gerok, Karl.	male	6
Wilde, Oscar.	male	6
Forsman, William Vindician.	male	6
Forselius, Victor	male	6
Falk, Viktor von.	male	6
Everard, Georg.	male	6
Trüstedt, Otto.	male	6
Beckman, Nat.	male	6
Behm, Oscar	male	6
Renvall, Torsten T.	male	6
Rosenqvist, Georg Olof.	male	6
Tallmage, Thomas De Witt.	male	6
Carter, Nicholas.	male	6
Blatchford, Robert.	male	6
Bergh, Johan Fredrik	male	6
Lundström, Anna.	female	6
Stall, Sylvanus.	male	6
Smirnoff, Vladimir.	male	6
Sirén, Karl Gustaf.	male	6
Lindberg, Harald.	male	6
Karsten, Walter.	male	6
Anzengruber, Ludwig.	male	6
Hildén, Henrik.	male	6
Frey, Richard.	male	6
Homén, Olaf	male	6
Borenius, Aksel.	male	6
Grönroos, Hjalmar.	male	6
Gide, Charles.	male	6
Alcenius, Otto	male	6
Aspelund, Axel.	male	6
Andersson, Otto.	male	6
Leblanc, Maurice.	male	6
Julin, Isak.	male	6
Kalervo, Kalle.	female	6
Häger, Miina.	female	6
Hult, Fanny.	female	6
Herczeg, Ferenc.	male	6
Hagfors, Edwin.	male	6
Sauramo, Lauri	female	6
Snellman, Walter J.	male	6
Schulman, Hjalmar.	male	6
Roine, Reinhold	male	6
Roberts, Charles G. D.	male	6
Renqvist, Henrik.	male	6
Rainio, Aksel.	male	6
Peeters, Edward.	male	6
Cuyler, Theodore L.	male	6
Pihkala, Lauri.	female	6
Heine, Heinrich.	male	6
Heikel, Einar.	male	6
Bernstein, Eduard.	male	6
