publisher	Count
Herman Kalliola	   1
Suomen tie- ja vesirakennusten ylihallitus	   1
[Kymmene aktiebolag]	   1
[Suomen maanviljelystaloudellinen koelaitos]	   1
Toivo Hiltunen	   1
Suomen maanviljelys taloudellinen koelaitos	   1
Kp.-oy 'Sanoma'	   1
F. Helsingius	   1
[Helsingfors folkskolors lärare- och lärarinneförening]	   1
[Rautalammin kunta]	   1
Helsingfors nykterhetsföreningars centralkommitté	   1
Svenska nykterhetsförlaget	   1
Danmarks Afholdforenings Forlag	   1
Amerikan suomalaisen raittiusliiton väliaikainen keskustoimikunta	   1
Keski-Pohjanmaan piirin sisälähetysyhdistys	   1
Helsingin kaupungin rakennustarkastuskonttori	   1
Suomen Teollisuudenharjoittajain keskinäinen paloapuyhdistys	   1
R. Y. Rajala	   1
Suomalaisen sos. kustannusyhtiön kirjapaino	   1
Viipurin raittiusseura	   1
Suomalainen raittius-ystävien yhdistys	   1
Tidsfrågor	   1
[Hamnkommittén]	   1
Porin työväen osuuskauppa	   1
K. E. Tefke	   1
[Pöytyän kunta]	   1
Finnish Lutheran Book Concern	   1
Vrethalla lantmannaskola	   1
Suomen sos.-dem. Naisliittotoimikunta	   1
Norsted & Söner	   1
Finlands sv. soc.dem. ungdomsklubbars centralkommitté	   1
S. G. M. Publishing Office	   1
Suomen lähetysseura ja Suomen ev. lut. pyhäkouluyhdistys	   1
Suomen eläinsuojelus-yhdistys	   1
[Punkalaitumen kunta]	   1
[Oriveden osuuskauppa]	   1
Esbo segelförening	   1
Esbo hembygdsforskningförening	   1
Östra Finland kp.	   1
Andelslaget Varuboden	   1
Suomalainen kansalliskirjakauppa	   1
Understödsfonden för Belgiens barn	   1
Statsvetenskaplig tidskrifts expedition	   1
Verlag Friedrich Andreas Perthes A.-G.	   1
Undervisningsmaterialie centralen	   1
[Porin maaseurakunnan kunnallislautakunta]	   1
Turun kustannusliike	   1
[Haapajärven säästöpankki]	   1
[Vaasan tehdas- ja käsityöyhdistys]	   1
Strix & C:os förlag	   1
Pohjois-Suomen karjanjalostusyhdistys	   1
'Savon lehden' konttori	   1
Williams and Norgate	   1
Antrean kirkonkylän nuorisoseura	   1
[Sortavalan 'Ponnistus']	   1
Granberg'in taideteollisuus	   1
Sos. dem. piiritoimikunta	   1
Öfverstyrelsen för landtmäteriet, utg.	   1
[Finska forstföreningens]	   1
Finska skogsvårdsföreningen Tapio	   1
Tapion kirjapaino	   1
Allmänna brandkårsförbundet i Finland	   1
[Helsingin yleinen ravintoyhdistys]	   1
[Helsingin vapaa-ehtoinen palokunta]	   1
Finska skogsvårdsföreningen  Tapio	   1
Finska kyrkohistoriska samfundet	   1
[Finska grafiska industrins arbetsgifvareförbund]	   1
[Perä-Pohjolan kansanopisto]	   1
Perä-Pohjolan hevossiitosliitto	   1
Sjukhusläkareföreningen i Finland	   1
[Föreningsbankens i Finland]	   1
Finska ångpanneföreningen	   1
Föreningen för främjande af allmännyttig byggnadsverksamhet	   1
Föreningen för arbetarskydd och socialförsäkring i Finland	   1
[Rauman kaupunki]	   1
Inkerin talonpoika	   1
Vita bandet	   1
[Föreningen Fylgia]	   1
[Östra Nylands folkhögskola]	   1
Helsingfors finska bokhandels	   1
Edgrens bokh.	   1
Hökerberg	   1
Societas scientiarum fennica	   1
Förlag: E. Wallenius	   1
[Socialdemokratiska ungdomsförbund]	   1
[Finlands postiljonförening]	   1
Föreningen Marthas skrifter	   1
Toivo	   1
Kansan Tahto	   1
Paltamon kunta	   1
[Hyvinge klädesfabrik]	   1
Eläinsuojelus	   1
[Kansantaloudellinen yhdistys]	   1
Voikan työväenyhdistys	   1
Kuusankosken työväenyhdistys	   1
Högforsin osuuskauppa	   1
[Finlands bank]	   1
Suomen painoasiain ylihallitus	   1
[Paimion kunta]	   1
Varsinaissuomalaisen osakunnan kotiseutuvaliokunta	   1
Helsingin kirvesmiesten ammattiosasto	   1
[Oulun työväenyhdistys]	   1
[Suomen osuuskaupat]	   1
[Osuuskauppamiehet]	   1
Agrikultur-ekonomiska försöksanstalten i Finland, utg.	   1
[Suomen osuuskassaliike]	   1
Suomen maatalouskoulujen opettajayhdistys	   1
Helsingin kaupungin suomenkieliset kansakoulut	   1
S. T. L. Nuoriso-osastojen keskustoimikunta	   1
Emerik Olsoni	   1
[Keisarillisen senaatin kirjapaino]	   1
[Riihimäen yhteiskoulu]	   1
[Oulun pyrintö]	   1
Kisakenttä	   1
K. J. Raunio	   1
Keisarillisen Senaatin Oikeustoimituskunta	   1
J. A. Salminen	   1
Suomen Ammattijärjestöt	   1
Tampereen kivipaino	   1
Savon työv. sanomalehti- ja kp.-osuuskunta	   1
Svenska nykterhetsförl.	   1
Olavi Penttinen	   1
Länsi-Suomen karjanmyynti osuuskunta	   1
Edistysmiel. osuuskauppaväen keskuskomitea	   1
Sångens vänner	   1
Arkki	   1
Tähti	   1
[Nuorten naisten kristillinen yhdistys]	   1
[NMKY]	   1
Osmo	   1
Viipurin työväen sanomalehti- ja kirjapaino osuuskunta	   1
Streng vertraulich	   1
Kajaanin sanomalehti- ja kirjapaino	   1
Kuopion läänin itäinen vaalipiiri	   1
[Nilsiän kunta]	   1
Maatalouskoulujen opettajayhdistyksen Etelä-Suomen piiri	   1
Nauru-lippaan toimitus	   1
Etelä-Saimaan raittiuspiiritoimikunta	   1
[Raahen  porvari- ja kauppakoulu]	   1
Oma voima	   1
Wihtori Kosonen	   1
[Mynämäen kunta]	   1
Djurskyddslitteratur i Helsingfors	   1
Uusi kotimaa	   1
Helsingin kirjaltajayhdistyksen siviililatojain osasto	   1
[Korkeakosken kauppa]	   1
Urheilijain kustannusosakeyhtiö	   1
Ilmari R. Lindqvist, utg.	   1
Kaarlo A. Helin	   1
Otto andersin	   1
Munsala församling	   1
Aikain vartijan kustannus	   1
Lutherska evangeliföreningens i Finland förlag	   1
Suom. ev. luth. pyhäkouluyhdistys	   1
[Newa]	   1
E. Hedman	   1
Oxford University Press	   1
[Mikkelin vesijohtolaitos]	   1
[Pohjois-Savon kansanopisto]	   1
['Jyske']	   1
'Vapaa ajatus' förlag	   1
Osuuskauppatoiminnan puoluettomuussuunnan järjestö	   1
Tilapäistöiden kp.	   1
Tampereen sanomain kustannus	   1
Helsingfors segelmakeri	   1
[Kirkkolakikomitea]	   1
Agronominen yhdistys	   1
Suom.luth. evank.-yhdistys	   1
[Toijalan osuuskauppa]	   1
[Paimion kauppaosuuskunta]	   1
Vasa bibelsällskap	   1
Meteorologinen keskuslaitos	   1
Mattias Selo	   1
Forssan kirjakauppa	   1
Tervakosken osuuskauppa r. l.	   1
F. Forsbergin kp.	   1
Helsingin nimikirja	   1
K. Kataja	   1
[Margariinikomitea]	   1
Suomen Kirjastoseura	   1
KS.	   1
Tampereen sanomain	   1
Sortavalan uusi kirjapaino	   1
Kuopion maanviljelysseuran johtokunta	   1
[Helsingin sentraalikirjapaino]	   1
Finnish Lutheran book concern	   1
[Lilius & Hertzberg]	   1
Suomen maalaisväestön liiton Viipurin läänin itäinen vaalipiiri	   1
[Karjalan Maalaiskansan sanomalehti-osakeyhtiö]	   1
Lindgren ja Kumpp. kustannusliike	   1
Socialdemokratiska partikommissionen	   1
Henkivakuutus Salama	   1
Suomen nuorten miesten kristillisten yhdistysten ja Nuorten kristillisten yhdistysten liitto	   1
Suomen N.M.K.Y ja N.K.Y. Liitto	   1
Helsingin Kaiu	   1
J. F. Olan's bokhandel & bokbinderi	   1
Matti Vuolukka	   1
Styrelsen för Finlands drogistförening	   1
Yksityinen kauppakoulu	   1
[SONR]	   1
Maanviljelys-taloudellinen koelaitos Suomessa	   1
'Terveyden'	   1
[Eläinsuojelusyhdistys]	   1
Hilda Lagerstedt	   1
[Turun vapaaehtoinen palokunta]	   1
J. Urpilainen	   1
J. A. Salmisen kirjapaino	   1
Suomen kirjeopiston kotiopetus	   1
[Suomen liikeapulaisten liitto]	   1
[Vaasan läänin maanviljelysseura]	   1
Turun evankelis-lutherilainen seura	   1
[Lahden seudun nuorisoseurojen liitto]	   1
Sörnäisten ja Helsingin suomalainen nuorten naisten kristillinen yhdistys	   1
Finska forstsamfundet	   1
Société de science agricole de Finlande	   1
Suomen pankki	   1
Suomen nuorisoseuraliike	   1
Posti- ja lennätinlaitoksen ylihallitus	   1
Osuuskauppa Visa	   1
[Lemin julkaisutoimikunta]	   1
Voim. ja urheiluseura 'Jyry'	   1
Merkantil. kp	   1
Tornion raittiuspiiri	   1
Suomen matkailuyhdistys	   1
Suomen Anniskelu- ja vähittäismyyntiyhtiöiden järjestelyvaliokunta	   1
Amerikan Suomalainen kirjallisuuden seura	   1
[Kiikoisten osuusmeijeri]	   1
W. Joroinen	   1
Turun evank.-lut. seura.	   1
[Suomen maalarintyöntekijäin liitto]	   1
[Turun työväenyhdistys]	   1
[Uudenmaan sosialidemokratinen vaalipiirijärjestö]	   1
[Suomen lajittelukirjakauppiasyhdistys]	   1
Hekivakuutusyhtiö Suomi	   1
Hangon pyhäkoulutoiminta	   1
Kristillinen ylioppilasliitto	   1
Tekijätär	   1
Siirtolaisen kp	   1
Työv. sanomal. kirjapaino- ja kauppaosuusk.	   1
H. W. Marjamaan kirjapaino	   1
N. N. K. Y.	   1
[Lapin kunta]	   1
Raittiuskansan kp	   1
Suom. kirj. seura	   1
L:rannan tuberkulosinvastustamisyhdist.	   1
Pyh. Sergein ja Hermanin veljeskunta	   1
Limingan osuuskauppa	   1
Rovaniemen kunta	   1
Juho Kartano	   1
Helsingin Nuorten Miesten Kristillinen yhdistys	   1
[Pelastusarmeijan päämaja]	   1
Merkantil kp.	   1
A. Apostol.	   1
Sulo A. Sinisalo	   1
Sydän-Suomen kp.	   1
Työläisnainen	   1
Suomen N. M. K. Y. ja Nuorten kristillisten yhdistysten liitto	   1
[Hämeenlinnan raittiusseura]	   1
[Michiganin kuparialueen liikemiesyhdistys]	   1
Kustannusliike Työkansa	   1
Telén & C:o	   1
[Joensuun lyseo]	   1
Etelä-Pohjanmaan kansallismieliset nuorisoliitot	   1
Theodor Schwindt	   1
Helsingin palvelijataryhdistys	   1
Viipurin Suom. kirj. seura	   1
Juha Lehto	   1
[Tainionkosken V. P. K.]	   1
Suomen Turvetoimisto	   1
Suomen lähetysseuran Lestadiolainen haaraosasto	   1
Kyminlaakson työväen kp.	   1
Suomen rakennusmestariliitto Helsingin suomalainen osasto, julkaisija	   1
Satakunnan kp	   1
Kymintehtaalaisten osuuskaupan i. l. hallitus, julkaisija	   1
Kansalliskp	   1
Lahden kirjakauppa	   1
Vapaan lähetyksen toimisto	   1
[Vetelin säästöpankki]	   1
[Suomen eläinsuojelusyhdistys]	   1
Käkisalmen säästöpankki	   1
Suomen vaatetustyöntekijäin liitto	   1
Osuuskunta Raivaajan kp	   1
Tryckeriab. Fylgia	   1
Sanakuva	   1
Sosialistin kirjapaino-osuusk.	   1
Johannes Hoving	   1
seminaarin ent. oppilaat	   1
Oulun suomalainen klubi	   1
Jyväskylän matkailijayhdistys	   1
Kansallismielisten nuorisoliitto	   1
[Kauppakorkeakoulukomitea]	   1
[Suomen liikemiesten kauppaopisto]	   1
[Kauhajoen nuorisoseura]	   1
Pyh. hallitseva synoodi	   1
Miina Kilpi	   1
Kaupunginvaltuusto	   1
Sörnäisten Krist. kansanopisto	   1
[Kuopion kuuromykkäinkoulu]	   1
Päivälehden kustannusyhtiö	   1
[Kiikoisten kunta]	   1
Kustannusliike 'Tarmo'	   1
Kustannus-osakeyhtiö Kansa	   1
Työkansan kp	   1
[S. O. N. R.]	   1
Isak julin	   1
Suomen Osuuskauppojen Keskusosuuskunta	   1
Suom. kansallis-raittius-veljeysseura	   1
Duodecim-Seura	   1
[Hämeenlinnan suomalainen säästöpankki]	   1
Idän suomalainen raittiuskansan liitto	   1
K.Valovuori	   1
[Ypäjän kirkonkylän osuuskauppa]	   1
[Viipurin Teollisuusyhdistys]	   1
[työväen osuuskauppa Onni]	   1
[Porin ympäristön osuusmeijeri]	   1
[Pakkalan osuusmeijeri-osuuskunta]	   1
[Oulun läänin Hätäapukomitea]	   1
[Ylistaron osuusmeijeri]	   1
[Oulun osuuskauppa r. l.]	   1
[kansanvalistusseuran Uudenkaupungin haaraosasto]	   1
[Kansainvälinen ammattiyhdistysliike]	   1
[Haminan rautatie]	   1
[V. Nieminen]	   1
Emil Sundell	   1
Betelin seurakunnallinen nuorisopiiri Turussa	   1
Suomen opettajayhdistyksen keskushallitus	   1
Kansan tahdon kp.	   1
Etelä Savon kp.	   1
Kustannusliike Tuulikki	   1
Suomen kansakoulun historian aineksia keräävä komitea	   1
[Längelmäen säästöpankki]	   1
Ratamestari- ja esimiesyhdistyksen Keskustoimikunta	   1
[Suomen lähetysseuran laestadiolaisen haaraosaston päätoimikunta]	   1
Tekijä, jakaja	   1
[Kuopion uimaseura]	   1
Kemin työväenseura	   1
Kodin lehti	   1
Lounas Osuuskunta	   1
Voimistelunopettajain liitto	   1
Y. Halonen, E. Nyström, P. Pääkkönen	   1
Idän Suomalaisen raittiusk. liitto	   1
Kyminlaakson työväen kirjapaino	   1
[Pohjanmaan Työväen Osuuskirjapaino]	   1
[Sörnäisten suomalainen seurakunta]	   1
Suomen sos.- dem. nuorisoliitto	   1
Kristillinen työkansa	   1
[Kalastuskomitea]	   1
Lappeenrannan käsityöläis- ja tehtailijayhdistys	   1
Keräystoimikunta	   1
Tammelan kirjakauppa, jakaja	   1
[Kajaanin sos.-dem.]	   1
Eeli ja William Jokinen	   1
Ratamestari- ja esimiesyhdistyksen keskustoimikunta	   1
Keskusosuusliike Hankkija	   1
[Parkanon säästöpankki]	   1
Eläinsuojelus-yhdistys	   1
J. Andersson	   1
Jämsän kansanopiston toveriliitto	   1
J. F. Olan's bokh. & bokbinderi	   1
Onni Palokangas	   1
[Pohjois-Satakunnan kansanopiston oppilasliitto]	   1
C. E. yhdistys	   1
Suomen Kauppavaltuuskunnan keskusvaliokunta	   1
Turun suomalaisten vaalikomitea	   1
[Turun suomalainen yliopistoseura]	   1
Tampereen kirjakauppa	   1
Lappeenrannan kaupunki	   1
[Länsi-pohjan osuuskauppa]	   1
Erio	   1
[Maanviljelysharjoitteluvaliokunta]	   1
Edlundin kustannusoy.	   1
[Sana]	   1
[Tilastokeskus]	   1
Vihdin sos. dem. kunnallistoimikunta	   1
V. Kosonen ja K:ni	   1
Finnish Daily Publishing Company	   1
Maan kestikievarit	   1
Keisarillisen Senaatin Kirjapaino	   1
Teknillinen yhdistys Suomessa	   1
[Ylöjärven kunta]	   1
Dosenttiyhdistys	   1
Suomen rohdoskauppiaitten yhdistyksen hallinto	   1
Lahden uusi kp.	   1
Gutenberg kp.	   1
Pohjolan Kustannus	   1
Societas pro Fauna et Flora Fennica	   1
Finnish Daily Publishing	   1
[Ruskealan opettajayhdistys]	   1
Suomen kuljetustyöntekijäin liiton Viipurin liikeapulaisyhdistys	   1
Suomen Sos.-Dem. Nuorisoliitto	   1
N. Kotkavuoren välitysliike, jakaja	   1
Chr. Sjöblom ja T. V. Toivio	   1
'Suomen viikkolehden' toimisto	   1
Vienan Karjalaisten liitto	   1
Kustannusliike Kansanvalta	   1
Kotkan kuoro	   1
[Suomen vanginvartijayhdistys]	   1
Raamatuntutkijain seura	   1
G. W. Edlund'in kustannus	   1
Sosialidemokratinen kunnallistoimikunta	   1
Viipurin Työväen Sanomalehti- ja kirjapaino-osuuskunta	   1
Kauppa-asioimisto Merkur	   1
[Yhdistyneitten edistyspuolueitten valtuuskunta]	   1
[Suomalainen kirjakauppa, jakaja]	   1
Nauru-Jussin toimitus	   1
Hämeenlinnan työväenyhdistys	   1
Edith Strengin kirjakauppa	   1
Lääkintölaitos	   1
Rauman kirjapaino oy.	   1
Helsingin suomalainen kirjakauppa, jakaja	   1
[Osuuskauppa Mäki-Matti]	   1
Systema	   1
[Someron osuusmeijeri]	   1
Suomen sos.-dem. nuorisoliiton toimikunnan julkaisu	   1
[Viipurin telefooniosakeyhtiö]	   1
Aikain Wartijan kustannus	   1
Vaasan sos.-dem. kunnallistoimikunta	   1
Pohjoismaisen yhdistyksen tieteellisen eläinrääkkäyksen vastustamiseksi jäseniä	   1
Vaasan sos.-dem. nuorisoliitto	   1
Kotimaa	   1
[Piiritoimikunta]	   1
Uudenmaan yhdistyneiden suomalaisten puolueiden vaalitoimisto	   1
Liittotoimikunta	   1
A. Jokinen & K:i	   1
Kustannusliike Sana	   1
Suomen Historiallinenseura	   1
Sim. per. kp	   1
[Vehmaan osuuskauppa]	   1
Paavo Väyrynen	   1
Uudenmaan nuorisoseura	   1
Leander & Sandberg	   1
Suomal. sosial. kustannusyhtiö	   1
[Piirustuksenopettajayhdistys]	   1
Pyhäjärven kunta	   1
Suomen nuorten miesten kristillisten yhdistysten ja nuorten kristillisten  yhdistysten liitto	   1
Antellin valtuuskunta, julkaisija	   1
Mikko Tammisen valitsijoita	   1
[Työväen järjestönuorten liike]	   1
Helsingin uusi kirjapaino-oy	   1
Suomen sosialidemokratinen nuorisoliitto	   1
Pohjoisen piirin sos.-dem. piiritoimikunta	   1
Kp.-oy. Toivo	   1
Suomen N. M. ja N. K. Y. liitto	   1
[Tyrnävän seudun osuusmeijeri]	   1
Suomen höyrykattilayhdistys	   1
W.S.O.Y.	   1
Ateneumin kirjakauppa	   1
Helsingin työväen osuuskauppa r. l.	   1
[Hangö samskola]	   1
Kalenteri oy	   1
Helsingin N. M. K. Y:n Valkea Risti	   1
Vakuuttaja	   1
Suomen Vakuutusyhdistys	   1
Suomen yhdys-pankki	   1
Osuuskunta Kirjapainotaito	   1
Suom. puolueen edustajaryhmä	   1
Suomi-yhtiö	   1
Tammi kauppa oy	   1
Suomen kirjatyöntekijäin liitto	   1
Suomen mertsänhoitoyhdistys Tapio	   1
Suomen Metsänhoitoyhdistys	   1
H:gin Puuseppäin A.-Y.	   1
[Suomen sahateollisuustyöväen liitto]	   1
Suomalaisluterilainen kustannusliike	   1
J. Heikinheimon kirjakauppa, jakaja	   1
Työv. kp	   1
Keskustoimikunta	   1
Piispain kokous	   1
[Kuopion luonnon ystäväin yhdistys]	   1
Savon Työväen sanomalehti-osuuskunta	   1
Kustannus-oy. Kansa	   1
H. H.	   1
Pyhin Hallitseva Synoodi	   1
Oulun agitatsionipiiritoimikunta	   1
Suomen maatieteellinen yhdistys	   1
Hartausviikon toimikunta	   1
Kustannus-oy. Aikain Wartija	   1
Suomen Kristillinen Ylioppilasliitto	   1
Suomen höyrylaiva	   1
Suomen yleinen hammas- ja suuhoitoa edistävä yhdistys	   1
K-S. työv.sanomalehti osuuskunta	   1
Sortavalan diakonitarlaitos	   1
G. E. Jansson & Kumpp. kirjapaino, jakaja	   1
Pohjanmaan kirjateollisuus	   1
Mikkelin työväen sanomalehti osuuskunta	   1
Tilma Hainari	   1
Felix Hyrske	   1
Tyyni Nylund	   1
Adolf Nylund	   1
Uuden Suomettaren oy	   1
[Kuusamon työväenyhdistys]	   1
[Sosialidemokratinen raittiusliitto]	   1
[Sosialidemokratinen piiritoimikunta]	   1
[Sortavalan rovastikunta]	   1
Helsingin sos.-dem. kunnallistoimikunta	   1
Uusi Aura	   1
[Vähänkyrön osuuskauppa]	   1
Tietosanakirja-oy	   1
Hämeenlinnan kaupunki	   1
Kustannus-oy. Herättäjä	   1
Maanviljelystaloudelline koelaitos Suomessa	   1
Suomen maanvilhelys-taloudellinen koelaitos	   1
Tampereen terveyslautakunta	   1
Helsingin uusi kirjapaino, levittäjä	   1
Kokoomuspuolueen piiritoimikunta	   1
Maanviljelystaloudellinen koelaitos Suomessa	   1
Suomen Maanviljelystaloudellinen Koelaitos	   1
Johannes Granö	   1
Henkivakuutusoy. Salama	   1
Kirja kustantamo Into	   1
Suom. sosialistiset kustannusyhtiöt	   1
Itä-Suomen kirjapaino	   1
Työwäen Sanomalehti-Osakeyhtiö	   1
Pietari Brofeldt	   1
[Pohjois-Hämeen nuorisoseurain liitto]	   1
Eduskunnan kirjasto, jakaja	   1
Runehjelmin kustantamo	   1
Oulun nuorisoseurakunta	   1
Kirjapaino Sanan valta, jakaja	   1
Pohjolan kustannus-osakeyhtiö	   1
Vartio-tornin raamattu- ja traktaattiseura	   1
Minnesota Loyalty Lyceum, julkaisija	   1
[Elon r.l.]	   1
[Lahden osuuskauppa r.l.]	   1
Helsingin kirjakauppa, levittäjä	   1
A. Karell'in kp	   1
Anna Kurimo	   1
Kirkollinen Sisälähetys	   1
Hjalmar Renvall	   1
H. Haapaniemi	   1
Metsänhoito Ylioppilasyhdistys 'Metsämiehet'	   1
Evankelinen lähetystyö	   1
[s.n.] en	   1
[Kotkan ajuriyhdistys]	   1
Carl Päiviö ja Gusti Alonen y.m.	   1
Liikemiesherätystyö Suomessa	   1
Karjalan ylendys-seura	   1
Amerikan suomalaiset sosialistiset kustannusyhtiöt	   1
N. M. K. Y. ja N. K. Y. liitto, jakaja	   1
Rakentajain kustannusosakeyhtiö	   1
Tampereen Teknillinen Seura	   1
Ilmoittaja sanomalehden ja kustannusliikkeen kp.	   1
Suomen Kuuromykkäin Liitto	   1
Tampereen työväen Sanomalehti	   1
Finnish American Publishing	   1
Suomen ev.-luth. pyhäkouluyhdistys	   1
Savon Työväen Sanomalehti- ja Kirjapaino-Osuuskunta	   1
Siirtolaisten ko.	   1
Suomen Kirkon Sisälähetysseura	   1
[Pursiseura Maininki]	   1
[Punkalaitumen osuuskauppa]	   1
Akseli Skutnabb	   1
Sydän Suomen kp.	   1
Yleinen kustannustoimisto	   1
[Rantsilan kunta]	   1
[Uuraansaaren osuuskauppa]	   1
Turun suomalainen yliopistoseura	   1
Helsingin kaupungin muonitustoimikunta	   1
Suomalainen ooppera	   1
V. Kosonen :;Suomen työväen sanomalehti-osuuskunta, jakaja	   1
Suomen luth.-evank. yhdistys	   1
Kustannusoy Kansa	   1
Valmistava toimikunta	   1
'Kansan ystävät'	   1
Sos.-dem. nuorisoliiton toimikunta	   1
Oulun sos.-dem. nuoriso-osasto	   1
Suomen voimistelu- ja urheiluliitto	   1
Joensuun näytelmäseura	   1
Suomen vapaan lähetyksen kustannustoimisto	   1
Pohjois-Karjalan maanviljelysseuran johtokunta	   1
[Tuusulan kansanopisto]	   1
Workers Socialist Publishing Co.	   1
Suomen apteekkariyhdistys	   1
Helilän kauppaosuuskunta r. l., julkaisija	   1
Aksel Andersin	   1
Belgian avustusrahasto	   1
[Kivennavan osuuskauppa]	   1
Helsingin suom. kirjakauppa, jakaja	   1
Urheilijain kustannus-osakeyhtiö	   1
Suomen Wiikkolehden toimisto, jakaja	   1
Ph. U. Strengberg & C:os	   1
[Palovakuutus-osakeyhtiö Pohjola]	   1
Helsingin Suomalainen kirjakauppa, levittäjä	   1
Suomalainen kirjakauppa, jakaja	   1
Perä-Pohjolan ja Lapin Kotiseutuyhdistys	   1
[Suomalainen kalustokauppa P. Sidorow]	   1
Naisten ääni	   1
Savon Työväen Sanomalehti- ja Kirjapaino-osuuskunta	   1
[Tampereen kirjaltajayhdistys]	   1
Oman Kannan kirjapaino	   1
Suomen sos. kustannusyhtiö	   1
[Korian osuuskauppa]	   1
Kirjankustantamo Into	   1
Emma Hedman	   1
Helsingin Kustannuoy.	   1
Aikakauskirja Spiritisti	   1
Suom.-amer kustannusyhtiö	   1
Toivon Tähti, jakaja	   1
Kirja-Aitta, jakaja	   1
Kustannus-oy. Valonvalta	   1
Suomen vapaalähetys	   1
P. J. Bögelund valokuvaustarpeisto	   1
Tr. o. tidn.-ab.	   1
[Suomalainen tiedeakatemia]	   1
[Voikan puutyöntekijäin ammattiosasto]	   1
Helsingin maalaiskunta	   1
[Suomen osuusmeijerit]	   1
[Osuuskauppojen palvelushenkilöiden liitto]	   1
[Terveyshoitolautakunta]	   1
[Suomen osuuskauppojen liikkeenhoitajien ammattiyhdistys]	   1
[Kuopion nuorten kristittyjen C. E. yhdistys]	   1
[Nuorsuomalainen puolue]	   1
Kansan lehden kirjakauppa	   1
Pelastusarmeijan kansainvälinen päämaja	   1
Koulutarpeiden keskusliike-oy	   1
Kustannusoy. Aikain Vartija	   1
Lännen Co-op. kustannusyhtiö	   1
Helsingin Kirjakauppa-oy	   1
Kaskisten kp.	   1
Urheilijain kustannusoy.	   1
Suom. kirj. seuran kp.	   1
Osuuskunta Visa r. l.	   1
[Keski-Savon kansanopisto]	   1
Maataloustuottajain valtuuskunta	   1
[Helluntaiherätys]	   1
Olànin kirjapaino yhtiön kirjapaino, jakaja	   1
Suomen höyrylaiva-oy	   1
Isak Julinin kustannuskiike	   1
Työkansan kirjap.-yhtiö	   1
Yhdistys yleisten uittoetujen valvomista varten	   1
Alex Halosen kustannusliike	   1
A. Krook	   1
[Virolahden W. P. K.]	   1
Helsingin suomalainen kirjakauppa-oy, jakaja	   1
Kotimainen teollisuuden edistämiskomitea	   1
Administration, Åbo tryckeri och tidningsaktiebolag	   1
Kirjavälitys	   1
[Muuruveden osuusmeijeri]	   1
Kaarle Ala	   1
Ristin Voitto	   1
Akseli Kivialho oy	   1
Pohjanmaan kirjateollisuus-oy	   1
Diakonissalaitos	   1
'Vapaa Ajatus'	   1
[Helsingin kaupungin sähkölaitos]	   1
Suomen Meripelastusseura	   1
Sentraalikirjapaino	   1
Parikkalan osuuskauppa	   1
[Mouhijärven osuusmeijeri]	   1
Helsingin uusi kp	   1
Kansan tahdon kirjakauppa, jakaja	   1
Oy. Valistus	   1
Suom.-Luteer. kustannusliike	   1
Kustannus-oy Sampo	   1
Consulado Gral. de la Republica Argentina	   1
Rauman kirjapaino-oy	   1
Karisto, jakaja	   1
[Sos.-dem. puolue]	   1
Kymiläisten osuuskauppa	   1
Suomen Höyrylaiva-oy	   1
Uudenmaanläänin hevosjalostusliitto	   1
Taiteellinen kustannusyhtymä: Lappalainen, Blomqvist, Malin	   1
Tuberkulosin vatustamisyhdistys	   1
V. ja U.-seura 'Veikot'	   1
Suomalainen kirjakauppa oy.	   1
Suomalainen 'Alku'-raittiusyhdistys	   1
Sanomalehtiosuuskunta Ilkka	   1
Société de Litérature Finnoise	   1
K. A. Waaranen	   1
Päivälehden K. Y.	   1
[Maamiesten kauppa osakeyhtiö]	   1
Eduskuntaryhmä	   1
Jalmar Lax	   1
[Maakauppiaitten osuusyhtiö]	   1
[Länsi-Uudenmaan kansanopisto]	   1
Suomen hevosjalostusliitto	   1
[Keravan työväenyhdistys]	   1
G. W. Edlund'in kustannus-oy	   1
Tytty H. Lagerstedt	   1
Oy. Kirjapaino Sanan valta, jakaja	   1
Sentr. kp	   1
[Kalevalaseura]	   1
Mercator kp	   1
[Limingan kunta]	   1
[Naisasialiitto]	   1
[Marttayhdistys]	   1
Osuuskunta Kristillinen työkansa	   1
Suomen nuorten kristillinen liitto	   1
Osuuskunta Työkansa	   1
Suomen luth. evank.yhdistys	   1
[Suomen puutyöntekijäin liitto]	   1
Raamatuntutkijain yhdistys	   1
[Porvoon työväenyhdistys]	   1
Kaarlo Saarnio	   1
Yrjö Weilin & Kumpp. oy	   1
Aalto-raittiusseura	   1
Tampereen paperiteos oy	   1
'Suomen laulu'	   1
S. P. Y:n Helsingin osaston julkaisema	   1
Kustannusliike Erio	   1
Palovakuutus-oy	   1
[Oulun kaupungin ja maalaiskunnan säästöpankki Sampo]	   1
Suomen Kuljetustyöntekijäin Liiton Helsingin Liikeapulaisosasto N:o 19	   1
Amerikan suomalainen lasten ja nuorison kirjallisuuden kustannusliike	   1
[Loimaan ja Pöytyän säästöpankki]	   1
Helsingin Nuorten miesten kristillinen yhdistys	   1
Matti Saarnisto, jakaja	   1
S. V. U. L.	   1
Statsrådets publikationsförråd	   1
Haminan suom. kp.	   1
Suomen sos.-dem. nuorisoliiton toimikunta	   1
Naisjärjestöjen asettama komitea	   1
Suomen sos.-dem. naisliittotoimikunta	   1
