"","publisher","n"
"10982","directeuren och kongl. boktr. i stor-förstend. Finnland, Jacob Merckell",1
"10983","directeuren och kongl. boktr. i stor-förstendömet Finnland, Jacob Merckell",1
"10984","directeuren och kongl. boktr. i storförstendömet Finnland, Jacob Merckell",1
"10985","directeuren och kongl. boktr. uti stor-förstendömet Finland, Jacob Merckell",1
"10986","directeuren och kongl. boktryck. i stor-förstend. Finland, Jacob Merckell",1
"10987","directeuren och kongl. boktryckaren i Stor-Förstendömet Finland, Jacob Merckell",1
"10988","directeuren och kongl. boktryckaren i Stor-förstendömet Finland, Jacob Merckell",1
"10989","directeuren och kongl. boktryckaren i stor-furstend. Finland, Jacob Merckell",1
"10990","directeuren och kongl. boktryckaren i stor-förstendömet Finnland, Jacob Merckell",1
"10991","directeuren och kongl. boktryckaren i storförstendömet Finnland, Jacob Merckell",1
"10992","directeuren och kongl. fält-boktryckaren P. Sohm",1
"10993","directeuren on kongl. boktryckaren i stor-förstendömet Finland, Jacob Merckell",1
"10994","directeuri Jacob Merckelli-wainajan prändisä",1
"10995","directeurilda ja cuning:da kirjan-präntäjäldä suuresa ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"10996","directeurildä Jacob Merckelildä",1
"10997","directeurildä ja Cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"10998","directeurildä ja cuning. kirjan-präntäjäldä, Jacob Merckellildä",1
"10999","directeurildä ja cuning. kirjanpräntäjäldä suuresa ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11000","directeurildä ja cuning.da kirjan pränt. suuresa ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11001","directeurildä ja cuning.da kirjan pränt. suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11002","directeurildä ja cuning:da kirjan pränt: suuren-ruhtinan-maasa Suom. Jacob Merckellildä",1
"11003","directeurildä ja cuning:da kirjan präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11004","directeurildä ja cuning:da kirjan präntäjäldä suuresa-ruhtinan-maasa Suomesa Jacob Merckellildä",1
"11005","directeurildä ja cuning:da kirjan präntäjäldä suuresa-ruhtinan-maasa Suomesa, J. Merckellildä",1
"11006","directeurildä ja cuning:da kirjan- präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11007","directeurildä ja cuning:da kirjan-pränttäjäldä Suuren-Ruhtinan-maasa Suuomesa Jacob Merckelildä",1
"11008","directeurildä ja cuning:da kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jac. Merckellildä",1
"11009","directeurildä ja cuning:da kirjan-präntäjäldä suuresa ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11010","directeurildä ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan maasa Suomesa, Jacob Merckellildä",1
"11011","directeurildä ja cuning:da nijn myös Turun academ. kirjan pränt. suures. ruhtin. maasa Suomesa Jacob Merckellildä",1
"11012","directeurildä ja cuning:da nijn myös Turun academian kirjan präntäjäldä Jacob Merckellildä",1
"11013","directeurildä ja cuning:da präntäjäldä Jacob Merckellildä",1
"11014","directeurildä ja cuning:da, nijn myös Turun academian kirjan-präntäjäldä Jacob Merckellildä",1
"11015","directeurildä ja cuning:lda, nijn myös Tutun academian kirjan-präntäjäldä Jacob Merckellildä",1
"11016","directeurildä ja cuning:selda kirjan präntäjäldä Jacob Merckellildä",1
"11017","directeurildä ja cuning:selda kirjan präntäjäldä suuresa ruhtinan-maasa Suomesa, Jacob Merckelildä",1
"11018","directeurildä ja cuning:selda kirjan- präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckelildä",1
"11019","directeurildä ja cuning:selda kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11020","directeurildä ja cuningal. kirjan präntäjäldä suuresa ruhtinan maasa Suomesa Jacob Merckellildä",1
"11021","directeurildä ja cuningall. kirjan-präntäjäldä, Jacob Merckellildä",1
"11022","directeurildä ja cuningallis. kirjan präntäjäldä suuren ruhtin. m. Suomes, Jacob Merckellildä",1
"11023","directeurildä ja cuningalliselda kirjan präntäjäldä suuren ruhtinan maasa Suomesa, Jacob Merckellildä",1
"11024","directeurildä ja cuningalliselda kirjan präntäjäldä, Jacob Merckellildä",1
"11025","directeurildä ja cuningalliselda kirjan- präntäjäldä suuren ruhtinanmaasa Suomesa, Jacob Merckellildä",1
"11026","directeurildä ja cuningalliselda kirjan-präntäjäldä Jacob Merckellildä",1
"11027","directeurildä ja cuningalliselda kirjan-präntäjäldä suuren ruhtinanmaas Suomes, Jac. Merckellildä",1
"11028","directeurildä ja cuningalliselda kirjan-präntäjäldä suuren ruhtinanmaasa Suomesa, Jacob Merckellildä",1
"11029","directeurildä ja cuningalliselda kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11030","directeurildä ja cuningalliselda kirjan-präntäjäldä suuresa-ruhtinan-maasa Suuomesa, Jacob Merckellildä",1
"11031","directeurildä ja cuningalliselda kirjanpräntäjäldä, suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11032","directeurildä ja kuning:da kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Mercellildä",1
"11033","directeurildä, ja Cuning. acad. kirjan-präntäjäldä, Jacob Merckellildä",1
"11034","directeurildä, ja cuning:da kirjan präntäjäldä, Jacob Merckellildä",1
"11035","directeurildäå ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11036","directeuriltä ja Cuning:da kirjan pränt. suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"11037","directeurin ja cuningallisen kirjanpränttäjän suren ruhtinan maasa Suomesa Jacob Merckellin tykönä",1
"11038","directeurin ja kuningallisen kirjan-pränttäjän suren ruhtinan maasa Suomesa Jacob Merckellin tykönä",1
"11039","directur. ja cuningalliselda kirjan-pränttäjäldä suuren ruhtin. m. Suomes Jacob Merckellildä",1
"11040","direktören Johan A. Carlbohm",1
"11041","direktörildä ja kuning. suomalaiselda kirja-präntäjäldä Johan A. Carlbohmilda, omalla kulutuxellansa",1
"11042","dit And: Biörckman",1
"11043","dit And: Biörckman, R. U. typ",1
"11044","dit And: Biörckman, Univ. typog",1
"11045","dit And: Biörkman, Univ. typ",1
"11046","dit And: Biörkman, univ. typ",1
"11047","dit Andreas Biörckman Reg; Unv: [!] typogr",1
"11048","dit Andreas Biörkman reg. unv. [!] typog",1
"11049","dit Andreas Bjiörkman Reg. Unv. [!] typog",1
"11050","dit Andreas Kiellberg, reg. gymn. typogr",1
"11051","dit Emanuel Keyser",1
"11052","dit Ephraim Kempe",1
"11053","dit Eschil",1
"11054","dit Henricus Curio S. R. M. & Acad. Ups. bibl",1
"11055","dit Henricus Curio S. R. M. & Acad. Vpsal. bibliopola",1
"11056","dit Henricus Curio S. R. M. & Acad. Vpsaliensis bibliopola",1
"11057","dit Henricus Curio S. R. M. & Academiae Upsal. bibliop",1
"11058","dit Henricus Curio S. R. M. & Academiae Upsaliensis Bibliopola",1
"11059","dit Henricus Curio S. R. M. Acad. Upsaliensis bibliopola",1
"11060","dit Henricus Curio S.R.M. & Acad. Vpsaliensis bibliop",1
"11061","dit Henricus Curio, S. R. M. & Academiae Upsaliensis bibliopola",1
"11062","dit Henricus Keyser S. R. M.tis & Acad. typographus",1
"11063","dit Henricus Keyser jun. Reg. Academiae typographus",1
"11064","dit Henricus Keyser jun. Reg: Acad. typographus",1
"11065","dit Henricus Keyser, S. R. M. & Ups. Acad. typ",1
"11066","dit Henricus Keyser, S. R. M:tis & Acad. typographus",1
"11067","dit Henricus Keyser, S. R. M:tis & Academiae typog",1
"11068","dit Henricus Keyser, S. R. M:tis [et] Academiae typographus",1
"11069","dit Henricus Keyser, S.R.M. & Acad. typographus",1
"11070","dit Henricus Keyser, S.R.Mtis. & Academiae typographus",1
"11071","dit Henricus Keyser, S: R: M: & Academiae typographus",1
"11072","dit Henricus Keyser, s: r: m.tis & Ups. Acad. typographus",1
"11073","dit Henricvs Curio. S. R. M. & Acad. Vps. bibliop",1
"11074","dit Hinricus Curio S. R. M. & Academiae Upsaliensis bibliop",1
"11075","dit Iohann. Georg. Eberdt",1
"11076","dit Jannes Wall arte peritus, qva libros musis aere loqvace parat",1
"11077","dit Jo. L. Wallius",1
"11078","dit Jo. Laurent. Wallius",1
"11079","dit Jo. Laurent. Wallius, Regiae Acad. typogr",1
"11080","dit Joh. Brendeken. Acad. typ",1
"11081","dit Joh. Brendeken. Acad. typogr",1
"11082","dit Joh. Georg Eberdt",1
"11083","dit Joh. Georg, Eberdt",1
"11084","dit Joh. L. Wallius, A. t",1
"11085","dit Joh. Winter, Reg. typ",1
"11086","dit Joh. Winter, Reg. typogr",1
"11087","dit Joh. Winter, reg: typ",1
"11088","dit Johan. Winter, reg. typogr",1
"11089","dit Johan: Brendeken, Acad. typograph",1
"11090","dit Johannes Brendeken Acad. typ",1
"11091","dit Johannes Brendeken, Acad, typograph",1
"11092","dit Johannes Brendeken, Acad. typ",1
"11093","dit Johannes Brendeken, Acad. typographusd",1
"11094","dit Johannes Brendeken, Regiae Academiae typographus",1
"11095","dit Johannes L. Wallius, Regiae Univers. ibid. typogr",1
"11096","dit Johannes L. Wallius, Regiae Univers. ibid. typographus",1
"11097","dit Johannes Laurent. Wallius, Regiae Acad. typogr",1
"11098","dit Johannes Pauli Academiae typographus",1
"11099","dit Johannes Wald, Reg. Univ. Ab. typogr",1
"11100","dit Johannes Wall Larsson, Regiae Univ. ibid. typogr",1
"11101","dit Johannes Winter, S.R.M. typogr",1
"11102","dit Johannes Winter, S.R.M.tis in Finlandia^ typogr",1
"11103","dit Johannes Winter, S:ae R:ae M:tis typogr. in magn. ducat. Finland",1
"11104","dit Johannes Winter, reg. typog",1
"11105","dit Johannes Winter, reg. typogr",1
"11106","dit Johannes Winter, regius typographus",1
"11107","dit Johannes Winter, typogr. reg",1
"11108","dit Johannes Winter, typogr. regius",1
"11109","dit Johannes Winter, typographus regius in M. Ducat. Finland",1
"11110","dit Johannes Winter, typographus regius in m. ducat. Finland",1
"11111","dit Johannes Winter. Reg. typogr",1
"11112","dit Johannes Winter. reg. typ. Finland",1
"11113","dit John. Winter, reg. typogr",1
"11114","dit Matthias Syngmannus",1
"11115","dit Nicolaus Wankif Reg typogr",1
"11116","dit Nicolaus Wankif, Reg. typogr",1
"11117","dit Nicolaus Wankif, reg. typogr",1
"11118","dit Petrus Hansonius Acad. tyd. [sic",1
"11119","dit Petrus Hanssonius, At",1
"11120","dit, And: Biörckman, Un. typ",1
"11121","dit, And: Biörckman, Un. typog",1
"11122","dit, And: Björckman un. typ",1
"11123","dit, And; Biörkman, Un. typ",1
"11124","ditq[ue] Johannes Waldius illa",1
"11125","ditq[ue] Johannes Wallius illam",1
"11126","druckts Christoff Brendeken, Gymn. Buchdr",1
"11127","druckts Iohann Georg Hertz",1
"11128","druckts Joh. Gottlieb Rothe",1
"11129","druckts Johann Gottlieb Rothe",1
"11130","druckts Peter Waldz witwe",1
"11131","durch Andream Gutterwitz",1
"11132","durch Balthasar Ku¨hnen, bestellten Buchtruckern",1
"11133","durch Iohan Winter",1
"11134","durch Iohan Winter, Königl. Buchdr",1
"11135","durch Iohann Vogeln",1
"11136","durch Johann Georg Wiicke, Königl. Buchdrucker",1
"11137","durch Nicolaus Mollyn",1
"11138","durch Peter Hanson Acad. typogr",1
"11139","durch Wolffgang Dietmar",1
"11140","ecud. [!] Joh. Kaempe, Reg. Acad. typogr",1
"11141","efter anmodan Frenckellska boktryckeriet",1
"11142","ektypothei`s para` Pe´tro Hannzoni´o te^s Akad. biblia´grafo",1
"11143","en la emprenta de Iame Romeu, delante Santiago",1
"11144","entetypome´non apo` tu^ Matthai´u tu^ Doiskhe´ru [Matthaus Doischer",1
"11145","ex calchographia Gutterviciana",1
"11146","ex molybdographia Christopheri Reusneri regij typographi",1
"11147","ex molybdographia Eschilli Matthiae",1
"11148","ex molybdographia Gvtterviciana",1
"11149","ex officin Philippi de Cro-i",1
"11150","ex officina Academica Societatis Jesu",1
"11151","ex officina B. Nicol. Wankifii, Reg. typogr",1
"11152","ex officina Beati Billingsleys",1
"11153","ex officina C. L. Hjelt",1
"11154","ex officina Cratoniana",1
"11155","ex officina Elseviriorum",1
"11156","ex officina Frid. Wilh. Meyeri",1
"11157","ex officina Henrici C. Merckell",1
"11158","ex officina Herm. A. Mölleris, Reg. gymnas. typograph",1
"11159","ex officina Ioannis Maire",1
"11160","ex officina Joh. Ch. Frenckell",1
"11161","ex officina Merckeliana",1
"11162","ex officina Mölleri, aulae typographi",1
"11163","ex officina Mölleri, aulae typographi, prostat apud Heineck et Faber",1
"11164","ex officina Mölleri, aulae typographi. Apud Heineck et Faber",1
"11165","ex officina Werneriana",1
"11166","ex officina b. Nic. Wankifii, Reg. typ",1
"11167","ex officina b. Nicol. Wankifii, reg. typogr",1
"11168","ex officina typogr. Werneriana",1
"11169","ex officina typographica J. Karsten",1
"11170","ex officina typographica Joh. Gormanni",1
"11171","ex officina typographica heredum Simelii",1
"11172","ex officina typographica^ Christ. Reusneri",1
"11173","ex officina^ Elzeviriana",1
"11174","ex officina^ Isaaci Elzeviri, Iurati Academiae typographi",1
"11175","ex officina^ Janssoniana",1
"11176","ex officina^ Johannis Janssonii, regii typographi",1
"11177","ex officina^ Petri Waldz",1
"11178","ex officina^ Wilhelmi Christiani",1
"11179","ex officina^ b. Nicolai Wankiifi Reg. typ",1
"11180","ex officina^ p. m. Petri Wald, Acad. typ",1
"11181","ex officina^ p.m. Petri Wald, qv. Acad. typ",1
"11182","ex officina^ typograph: Samulis Jauchij civis & bibliop: ibid",1
"11183","ex officina^ typographica^ Andreae Cuttervitzij",1
"11184","ex officina^ typographica^ Iohannis Gormanni",1
"11185","ex praelo Johan. Edman",1
"11186","ex typographaeo Tobiae Steinmanni",1
"11187","ex typographeo. Ianssoniano",1
"11188","ex typographia Joh. Billingsley",1
"11189","ex typographia Johannis Richelii",1
"11190","ex typographia Stephani Myliandri",1
"11191","ex typographia^ Gutterwicianae",1
"11192","ex. Joh. Kaempe, Reg. Acad. typogr",1
"11193","ex. Pet. Wald",1
"11194","expressit Aboae Ioh. Kiämpe, R. Acad. typ",1
"11195","expressit Andreas Gutterwitz",1
"11196","expressus apud Eschillum Matthiae",1
"11197","exs[...] schillus Matthiae",1
"11198","exscribebat Casparus Chemlinus",1
"11199","exscribebat, Petrus Lucius",1
"11200","exscripsit Henricus Keyser, typograph. regius",1
"11201","exscripsit Johannes Vogelius, Academiae typogr",1
"11202","exscripsit Johannes Vogelius, Reg. Acad. typogr",1
"11203","exscripsit Zacharias Brockenius typogr. cap",1
"11204","exscriptus a^ Johanne Vogelio, Reg. Acad. typ",1
"11205","e` typ. Ignatij Meureri",1
"11206","e´ typ. Ignatij Meureri",1
"11207","forlagt af Johan Frederik Schultz, universitets bogtrykker",1
"11208","forlagt af Johan Fredrik Schultz, universitets bogtrykker",1
"11209","forlagt af L. Veeken, trykt hos T. E. Raugel, og faaes tilkjøbs i Pilestraedet No. 111",1
"11210","framl. Lars Salvii tryckeri",1
"11211","fxc. [!] Jo. Wal",1
"11212","fxc. [!] Joh. Kiämpe R. Ac. typ",1
"11213","författaren",1
"11214","författarens förlag",1
"11215","förr detta Grefinska tryckeriet",1
"11216","gedrucht bey Joh. Kiämpe Königl. Acad. Buchdr",1
"11217","gedrucht bey Petrum Hansonium",1
"11218","gedruckt bei Anton Ferdinand Röse",1
"11219","gedruckt bei Dieterici",1
"11220","gedruckt bei F. Drechsler",1
"11221","gedruckt bei Friedrich Drechsler. Grosse Meschtschanskaja, No 107",1
"11222","gedruckt bei J. C. Frenckell",1
"11223","gedruckt bey Anton Ferdinand Röse",1
"11224","gedruckt bey Christian Kreusigen",1
"11225","gedruckt bey Christoph Brendeken",1
"11226","gedruckt bey Christoph Brendeken, Königl. Gymn. Buchdr",1
"11227","gedruckt bey Christoph Brendeken, Königl. Gymnasii Buchdruckern",1
"11228","gedruckt bey Cristoph Brendeken, Gymnasii Buchdrucker",1
"11229","gedruckt bey Friedeman Hetstädt",1
"11230","gedruckt bey Friederich Conrad Greflingern, an der Ellern-Bru¨cken, gegen der Mu¨hlen u¨ber, wie auch in dessen Contoir-neben dem weissen Schwan, bey der Börse",1
"11231","gedruckt bey Friedrich Drechsler",1
"11232","gedruckt bey Georg Christian Schindler, Königl. hochpreissl. Regierungs, und E. hoch-edlen Raths Buchdrucker",1
"11233","gedruckt bey Gerhard Schrödern",1
"11234","gedruckt bey Heinrich Keiser",1
"11235","gedruckt bey Henr. C. Merckell, königl. Buchdr",1
"11236","gedruckt bey Henr. C. Merckell, königl. Buchdr. im Gross-Furstenthum Finland",1
"11237","gedruckt bey Iochim Fuess",1
"11238","gedruckt bey Iohan Brendeken",1
"11239","gedruckt bey Iohan Brendeken, Königl. Adad. [sic] Buchdruckern",1
"11240","gedruckt bey Iohan Christopher Merckell",1
"11241","gedruckt bey Iohan Georg Eberdt",1
"11242","gedruckt bey Iohan Gorman",1
"11243","gedruckt bey Iohann Wall",1
"11244","gedruckt bey J. H. Werner, Königl. Acad. Buchdrucker",1
"11245","gedruckt bey Jochim Fuess",1
"11246","gedruckt bey Joh. Chr. Frenckell",1
"11247","gedruckt bey Joh. Friedr. Steffenhagen und Sohn",1
"11248","gedruckt bey Joh. Kiämpe Königl. Acad. Buchdr",1
"11249","gedruckt bey Joh. Kiämpe, Königl. Acad. Buchdr",1
"11250","gedruckt bey Johan Brendeken, Acad. buchdrucker",1
"11251","gedruckt bey Johan Edman",1
"11252","gedruckt bey Johann Albrecht Barmeier",1
"11253","gedruckt bey Johann Karl Schnoor",1
"11254","gedruckt bey Königl. Antiquit. Archiv. Buchdr, Joh. Laur. Horrn",1
"11255","gedruckt bey Lars Wall",1
"11256","gedruckt bey Lorentz Ludwig Grefing",1
"11257","gedruckt bey M. C. Iversen",1
"11258","gedruckt bey M. C. Iwersen",1
"11259","gedruckt bey Michaele Laurelio",1
"11260","gedruckt bey Niclaus Wankijffen Königl. Buchdr",1
"11261","gedruckt bey Zacharias Hagemann",1
"11262","gedruckt bey seel. Michael Höpfners, Rahts Buchdr. nachgel. Witw",1
"11263","gedruckt bey sel. Andreas Biörckmans nachgel. Wittwe",1
"11264","gedruckt durch Iohann Vogel",1
"11265","gedruckt in der ... Burchardischen Druckerey, durch Ioh. Iacob Genath, fact",1
"11266","gedruckt in der Iversenschen Buchdruckerei",1
"11267","gedruckt in der Iversenschen Buchdrukkerei",1
"11268","gedruckt in der Königl. Buchdruckerey, von F. Phil. Paulssen",1
"11269","gedruckt in der Schnoorschen Buchdruckerey",1
"11270","gedruckt in der buchdruckerei der Kaiserlichen Akademie der Wissenschaften",1
"11271","gedruckt in der privilegierten Breitkofschen Buchdruckerei",1
"11272","gedruckt in dessen Officin",1
"11273","gedruckt mit Gollnerischen Schrifften",1
"11274","gedruckt und zu finden bey Anton Heinscheidt",1
"11275","gedruckt und zu finden bey Johann Heinrich Kru¨tinger",1
"11276","gedruckt von Joh. Kiämpe, Königl. Acad. Buchdr",1
"11277","gedruckt von Joh. Kiämpe, königl. Acad. Buchdr",1
"11278","gedruckt, bey Iohann Brendeken, Königl: Acad: Buchdr",1
"11279","gedruckt, by M. van Hulkenroy, aan de Markt",1
"11280","gedrukkt bey seel. Matth. Syngmanns Wittwen",1
"11281","gedrukkt durch Peter Hansson",1
"11282","gedrukt bey seel. Math. Syngmanns Wittwen",1
"11283","gedrukt by de Erfgen: van Iz: van Hulkenroy, in de Lange Begynestraat",1
"11284","gedrukt by de Erfgen: van Iz: van Hulkenroy, in de Lange Begynestraat, in de Konings hulk",1
"11285","gedukt und zu finden bey Johann Daniel Endter",1
"11286","getruckt bey Wilhelm Christian Glasern",1
"11287","gymnasii",1
"11288","haec penes Johannem Wallium",1
"11289","haeredum Christiani Tham",1
"11290","haeredum Meisnerianis",1
"11291","haeredum Zachariae Lehmanni",1
"11292","hoos Amund Grefwe, och ther til kiöps finnas",1
"11293","hoos And: Biörckman, Kl. Acad. boktr",1
"11294","hoos Ch. Reusner",1
"11295","hoos Chr. Reusner then äldre",1
"11296","hoos Eskil Matzson",1
"11297","hoos Eskill Matsson",1
"11298","hoos Hendrich Curio",1
"11299","hoos Hendrich Cvrio",1
"11300","hoos Henr. C. Merckell, kongl. booktr",1
"11301","hoos Henrich Keysar",1
"11302","hoos Henrik Curio",1
"11303","hoos I. Wall, A. t",1
"11304","hoos Iacob Becker",1
"11305","hoos Ignatium Meurer, kongl. booktr",1
"11306","hoos Ignatium Meurern",1
"11307","hoos Ioh: Wall A. t",1
"11308","hoos Iohan L. Wall",1
"11309","hoos Iohan L. Wall, acad. booktr",1
"11310","hoos Iohan L. Wallius",1
"11311","hoos Iohan Wall Larsson, A. t",1
"11312","hoos Iohan Wall Larsson, Kongl. Universitetz booktr",1
"11313","hoos Iohan Winter",1
"11314","hoos Iohan Winter, k. b",1
"11315","hoos Iohan Winter, kongl. booktr",1
"11316","hoos Iohann Wald Larsson, A. t",1
"11317","hoos J. Wall",1
"11318","hoos Jo. Laurent. Wallium",1
"11319","hoos Jo. Laurentii Wallium",1
"11320","hoos Jo. Wal",1
"11321","hoos Johan L. Wald, Kongl. acad. booktryckiare",1
"11322","hoos Johan L. Wall, A. t",1
"11323","hoos Johan Wall Larsson, kongl. acad. booktr",1
"11324","hoos Johan Winter",1
"11325","hoos Johan Winter, kongl. booktryck",1
"11326","hoos Kongl. Maij:tz booktr. Henr. C. Merckell",1
"11327","hoos Niclas Wankijff, k. b",1
"11328","hoos Oloff Olsson [sic",1
"11329","hoos Peder Hansson, Acad. typ",1
"11330","hoos Peder Hansson, Acad. typog",1
"11331","hoos Peter Hanson",1
"11332","hoos Petrum Hansonium Acad. typogr",1
"11333","hoos sal. Lars Walls enckia",1
"11334","hoos sal. Matthiae Syngmas enckia",1
"11335","hoos sal. Peder Waldz änckia",1
"11336","hooss Peter Waldz enckia",1
"11337","hos A. W. Gröndahl",1
"11338","hos Anders Zetterberg",1
"11339","hos C. A. Gottlund",1
"11340","hos Christ. Ludv. Hjelt",1
"11341","hos Christoph. Reusner",1
"11342","hos Henr. C. Merckell kongl. boktr. i stor-förstend. Finland",1
"11343","hos Io. Wall",1
"11344","hos Ioh. Wall",1
"11345","hos Ioh[an] Wall",1
"11346","hos Iohan H. Werner, kongl. boktr",1
"11347","hos J. H. Werner, Hennes Kongl. Majestets och Upsala academiae boktryckare",1
"11348","hos J. H. Werner, Kongl. m:tz och Ups. acad. boktr",1
"11349","hos J. H. Werner, kongl. boktr",1
"11350","hos J. H. Werner, kongl. boktryckare",1
"11351","hos J. Wal",1
"11352","hos Jo. Laurent. Wal",1
"11353","hos Joh. H. Werner kongl. boktr",1
"11354","hos Joh. H. Werner, Kongl. boktryckare",1
"11355","hos Joh. H. Werner, kongl. may:tz och Upsala Acad. boktr",1
"11356","hos Joh. H. Werner, kongl. may:tz och Upsala Academiae boktr",1
"11357","hos Joh. Henr. Werner, kongl. boktr",1
"11358","hos Johan Christopher Frenckell på dess förlag och kostnad",1
"11359","hos Johan H. Werner, kongl. may:tz och Upsala Academiae boktryckare",1
"11360","hos Johan Henrik Werner kongl. boktr",1
"11361","hos K. Acad. boktryckaren Joh. C. Frenckells enka",1
"11362","hos Kongl. acad. boktr. J. C. Frenckells enka",1
"11363","hos Lars Salvius",1
"11364","hos Magnus Swederus Kongl. acad. bokhandlare",1
"11365","hos Strinnholm och Häggström",1
"11366","hos Swederus K. a. b",1
"11367","hos Swederus, K. a. b., [Johan A. Carlbohm",1
"11368","hos Winter",1
"11369","hos bokhandlaren Joh. Arbore´n på Stora Nygatan",1
"11370","hos sal: Peder Waldz Enckia",1
"11371","hunc ornabat Johannes Winter",1
"11372","hänen keisarillisen majest. privil. gouvernamentin kirja-prändisä Martin Christoph Iverseldä",1
"11373","i Frenckellska boktryckeriet",1
"11374","i Kongl. academiae boktryckeriet",1
"11375","im Verlage der Wittwe Abraham Vandenhoeks",1
"11376","im Verlage des Geograph. Instituts",1
"11377","im Verlage des Geograph: Instituts",1
"11378","imp. E. Flodström R. Acad. typ",1
"11379","imp. E. Flodström, R. Acad. typ",1
"11380","imp. Reg. Acad. typogr. Eric Flodström",1
"11381","imp. apud Joh. L. Wallium, A. t",1
"11382","imp. typ. Acad",1
"11383","impensis Johannis Clarke, ad insigne bibliorum sub mbio regali",1
"11384","impensis Petri Kraft, graec. litt. lect",1
"11385","in Typogr. Reg",1
"11386","in Typographia ad Regiam Academiam",1
"11387","in der Vossischen Buchhandlung",1
"11388","in officina Barmeieriana",1
"11389","in officina Iohannis Daubmanni",1
"11390","in officina Iohannis Daubmanni, mebatur",1
"11391","in officina typographica Societatis Biblicae",1
"11392","in officina typographica^ Johannes Vogelius, Academiae typogr",1
"11393","in officina^ typographica^ Johannes Vogelius, Academiae typogr",1
"11394","in officinis librariis M. Swederi",1
"11395","in offinica Frenckelliana",1
"11396","in typograph. Iohan. Matthaei, sumptibus Zachariae Schureri",1
"11397","in typographia Frenckelliana",1
"11398","inpr. [!] apud Joh. Wallium",1
"11399","istopher Frenckell",1
"11400","izd. avtora",1
"11401","ja cuningallis. kirjan-präntäjäldä suuren-ruhtinm. [!] Suomes, Jacob Merckellildä",1
"11402","ja cuningalliselda kirjan pränttäjäldä, Jacob Merckellildä",1
"11403","ja cuningallisen kirjan pränttäjäldä suuren ruht. maasa Suomesa Jacob Merckellildä",1
"11404","ja cuningallisen kirjan pränttäjäldä suuren ruht. maasa Suomesa, Jacob Merckellildä",1
"11405","ja cuningallisen kirjan pränttäjäldä, Jacob Merckellildä",1
"11406","ja ylöspandu cuning:sen kirjan-präntäj. Henr. C. Merckelin leskeldä",1
"11407","johan Winter",1
"11408","kansa",1
"11409","kansanvalistusseuran Uudenkaupungin haaraosasto",1
"11410","keski-Suomen kp",1
"11411","keysarill. kaupungin ja gymnas. privileg: kirjan präntisä, raadimiehen Axel Hindrich Lindforssin kulutuxella",1
"11412","kgl. adac. boktr. J. C. Frenckell",1
"11413","kiadja a Szent-Istva´n-Ta´rsulat",1
"11414","kirjallisen käskyn jälkeen J. C. Frenckellildä",1
"11415","kirjapaino Kipinä",1
"11416","kirjoittaja",1
"11417","knigoprodavec Nepejcyn",1
"11418","kokoaja",1
"11419","kokoilija",1
"11420","kokousta valmistava valiokunta",1
"11421","kongl. acad. boktryckaren J. C. Frenckells encka",1
"11422","kongl. ammiralitets och Blekings provintz boktryckaren, Joh. L. Happenius",1
"11423","kongl. boktr. hos sal. Wankijfs enkia",1
"11424","kongl. boktr. i stor-förstend. Finland, sal. Henr. C. Merckells enkia",1
"11425","kongl. boktr. i stor-förstend. Finland, sal. Henrich Christother [sic] Merckels enka",1
"11426","kongl. boktr. i stor-förstendömet Finland, sal. Henrich Christopher Merckells änckia",1
"11427","kongl. boktryckarens i stor-förstendömet Finland, sal. Henr. C. Merckells encka",1
"11428","kongl. boktryckarens uti stor-förstendömet Finland, sal. Henr. C. Merckells encka",1
"11429","kongl. booktr. hos sahl. Wankifs enka",1
"11430","kongl. booktr. hos sal. Wankifs änckia",1
"11431","kongl. booktr. hos sal. Wankijfs änkia, och finnes jämwäl til en stor deel där til kiöps",1
"11432","kongl. booktr. uti stor furstendömet Finland Henr. C. Merckell",1
"11433","kongl. finska boktryckeriet, hos Joh. A. Carlbohm",1
"11434","kongl. finska boktryckeriet, hos Joh. Arvid Carlbohm",1
"11435","kongl. fält-tryckeriet",1
"11436","kuning. suomal. präntisä",1
"11437","kuning:sa prändisä",1
"11438","kuningal. kirj. präntäj. Henrich C. Merkelin leskeldä",1
