"","publisher","n"
"3337","ob raram materiam [et] defectum exemplarium Christoph. Enoch Buchta",1
"3338","och Kongl. bokt. i stor-förstendömet Finland, Jacob Merckell",1
"3339","och Kongl. boktr. i Stor-Förstendömet Finland, Jacob Merckell",1
"3340","och Kongl. boktr. i Storförstend. Finland, Jacob Merckell",1
"3341","och Kongl. boktr. i stor förstendömet Finland, Jacob Merckell",1
"3342","och Kongl. boktryckaren i stor-förstendömet Finland, Jacob Merckell",1
"3343","och kongl. [...]ktr. i stor-förstendömet Finland, Jacob Merckell",1
"3344","och kongl. boktr. i stor furstend. Finnland Jacob Merckell",1
"3345","och kongl. boktr. i stor furstendömet Finland, Jacob Merckell",1
"3346","och kongl. boktr. i stor förstendömet Finland, Jacob Merckell",1
"3347","och kongl. boktr. i stor-furstendömet Finland Jacob Merckell",1
"3348","och kongl. boktr. i stor-furstendömet Finland, Jacob Merckell",1
"3349","och kongl. boktr. i stor-förstend. Finnland, Jacob Merckell",1
"3350","och kongl. boktr. i stor-förstendömet Finnland, Jacob Merckell",1
"3351","och kongl. boktr. i storförstedömet Finland, Jacob Merckell",1
"3352","och kongl. boktr. i storförstend. Finland Jacob Merckell",1
"3353","och kongl. boktr. i storförstend. Finland, Jacob Merckell",1
"3354","och kongl. boktr. i storförstendömet Finland, Jacob Merckell",1
"3355","ock kongl. boktr. i stor-förstendömet Finnland Jacob Merckell",1
"3356","officina Kiämpiana",1
"3357","omAndreas Holmerus",1
"3358","omGeorg Wilhelm Londicer. Efter tryckt exemplar ifrån Stockholm",1
"3359","opera Joh. Christoph. Frenckell",1
"3360","opera^. Johannis. Winters. Regii ibidem typogr",1
"3361","painettu Johan Winterilda, cuningall:da kirjain präntäjäldä, suures ruchtinan maasa, Suomes",1
"3362","par Francois Santini rue St. Justine pre´s de L'Eglise. Chez Mr. Remondini",1
"3363","par Jean Kampe meur de le [sic] Academie Royale d'Abo",1
"3364","par Le Rouge, rue des Grands Augustins",1
"3365","per Augustinum Ferberum",1
"3366","per Joh. H. Werner, s. r. m:tis & Acad. Ups. typogr",1
"3367","per Johannem Winter",1
"3368","per Petrum Wald",1
"3369","per celsiss: regni drotzeti typographum Johannem Kankel",1
"3370","plänta tåf ladinskä å sweänskä boktryttjarn Anders Biörkman",1
"3371","posto in stampa, app Giovanne Brendeken, dell' academia stampatore",1
"3372","praelo & sumtibus Joh. H. Werner per regnum Sueciae typographiarum directoris",1
"3373","praelo Joh. Kiaempe R. U. typ",1
"3374","praelo Myliandrino",1
"3375","praendaetty Joh. Kaempildae, Cuningallisen acad. kirjan parenttaejaldae",1
"3376","prelo Keiliano",1
"3377","prelo R. Acad. typ. E. Flodström",1
"3378","prentijuwum Chr. Ludw. Hjelt",1
"3379","pri Svjateis<U+030C>em' Pravitel'stvujus<U+030C>ts<U+030C>em' Sinode",1
"3380","printed by A. Ward, for T. Browne, bookseller, Hull; and sold by G. Robinson, in Pater-noster-Row, and C. Dilly, in the Poultry, London; Mess. Merrills, Cambridge; the booksellers in York, Leeds, Halifax, and Barnsley",1
"3381","printed by R. Christopher, for the author. And sold by W. Goldsmith, Paternoster Row; and T. Lewis, Russell Street, Covent Garden, London",1
"3382","printed for G. G. and J. Robinson",1
"3383","printed for H. Moll over against Devereux Court without Temple Bar in the Strand Iohn Bowles over-against Stocks Market, Thomas Bowles print & mapseller next to the Chapter House in S.t Pauls Church yard and by Philip Overton map & printseller near S. Dunstans Church Fleetstreet",1
"3384","printed for J. Johnson in St. Paul's church-yard; W. Goldsmith in Paternoster Row; T. Lewis in Russell Street, Covent Garden. And R. Christopher at Stockton",1
"3385","printed for R. Griffith, in St. Paul's Church-yard",1
"3386","printed for R. Phillips ... by T. Giilet, Salisbury-square",1
"3387","printed for Rob.t. Sayer",1
"3388","printed for Robert Sayer",1
"3389","printed for T. Cox; C. Davis; J. and P. Knapton; and A. Millar",1
"3390","printed for Tho. Newborough, at the Golden-Ball in St. Paul's-Church-Yard: and R. Parker under the Royal-Exchange",1
"3391","printed for the author",1
"3392","prof. Joh. Lundblad",1
"3393","prädätty Cuning. kirj. präntäj. Henrich C. Merckelin leskeldä",1
"3394","prädätty M. C. Iversen tykönä käisarill. majest. privileg. gouvernement kirjan-prändisä",1
"3395","prädätty [sic] Henr. C. Merckellin leskeldä",1
"3396","prän d.Londicerin [sic] kirjan prändisä",1
"3397","pränd. Carl Ant. Londicerildä",1
"3398","pränd. F. Phil. Paulssenildä",1
"3399","pränd. G. W. Londicerildä",1
"3400","pränd. Georg Wilh. Londicerildä. Kuning. priv. kirjanpränt. Prändätyn exemplarin jälken Turusta",1
"3401","pränd. Georg Wilhelm Londicerildä. Prändätyn exemplarin jälken Turusa",1
"3402","pränd. Georg Wilhelm Londicerildä. Prändätyn exemplarin jälken Turusta",1
"3403","pränd. Henr. C. Merckellildä, Cun. Maj. kirj. pränt. suuren ruht. maasa Suom",1
"3404","pränd. J. Frenkelildä, akad. kirjanpränttäjäldä",1
"3405","pränd. Jac. Merckellildä",1
"3406","pränd. Joh. Kiämpildä",1
"3407","pränd. Joh. Kämpildä",1
"3408","pränd. Joh. Kämpildä, acad. kirjanpränttäjäldä",1
"3409","pränd. K. Acad. kirjan präntäjäldä Joh. Christoph. Frenckellildä",1
"3410","pränd. Kuning:sesa suomalais [sic] prändisä",1
"3411","pränd. Kuning:sesa suomalais. prändisä",1
"3412","pränd. M. C. Iversen tykönä hänen käjsarill. majest. privil gouvernamentin kirja-prändisä",1
"3413","pränd. cun. suomal. prändisä",1
"3414","pränd. cuningallisesa suomalaisesa präntisä",1
"3415","pränd. directeurilda ja cuning.da kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckelildä",1
"3416","pränd. directeurildä ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Mercellildä",1
"3417","pränd. ja cunin. nijn myös Tur. Acad. kirjan prän. suur. ruhti: maas-Suomesa Jacob Merckel",1
"3418","pränd.Frenckellildä",1
"3419","prändetty Pietar Hansonilda",1
"3420","prändetty Weitbrecht ja Schnoor",1
"3421","prändetty directeurildä ja cuningalliselda kirjanprändäjäldä Jacob Merckellildä",1
"3422","prändytty [sic] Frenckellin kirjan-prändisä",1
"3423","prändytty [sic] Joh. Kiämpildä",1
"3424","prändät. cun. kirj. pränt. Henr. Christ. Merckellin leskeldä",1
"3425","prändät. directeurildä ja cuning:da kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"3426","prändät. directeurildä ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"3427","prändättty Georg Wilh. Londicerildä",1
"3428","prändätty, Frenckelin kirjan prändisä",1
"3429","prändätty, Frenckellin-kirjan präntisä",1
"3430","prändätty, Henrich Christoph Merckelildä, cuning:da kirjain präntäjäldä",1
"3431","prändätty, J. C. Frenckellildä",1
"3432","prändätty, Johan Christopher Frenckellildä",1
"3433","prändätty, Johan Winerildä [sic], cuningal. booktr:dä",1
"3434","prändätty, Johan Winterildä cunin:da booktr:dä",1
"3435","prändätty, Johan Winterildä cuningal:da pränttäjäldä, suures ruchtinan maasa Suomes",1
"3436","prändätty, Johan Winterildä cuningal:da pränttäjäldä, suures ruhtinan maasa Suomes :;Turku",1
"3437","prändätty, Johan Winterildä cuningl. booktr. suures ruhtinan maasa Suomes",1
"3438","prändätty, Johan Winterildä, cuning. maij: kirjan-präntäjäldä",1
"3439","prändätty, Johan Winterildä, cuning. pränttäj. suures ruhtinan maasa Suomes",1
"3440","prändätty, Johan Winterildä, cuning:da booktr.dä",1
"3441","prändätty, Johan Winterildä, cuning:da pränt:dä suures ruhtinan maasa Suomes",1
"3442","prändätty, Johan Winterildä. Cuningal. kirjan präntäjäldä",1
"3443","prändätty, Johan Witerildä [sic] cuning:da booktr:dä suures ruhtinan maasa Suomes",1
"3444","prändätty, directeurildä ja cuning:da kirjan-präntäjäldä, Jacob Merckellildä",1
"3445","prändätty, directeurildä ja cuning:selda kirjan präntäjäldä Jacob Merckellildä",1
"3446","prändätty, directeurildä ja cuning:selda kirjan präntäjäldä, Jacob Merckellildä",1
"3447","prändätty, directeurildä ja cuning:selda kirjan-präntäjäldä, Jacob Merckellildä",1
"3448","prändätty, directeurildä ja cuningaliselda kirjan präntäjäldä Jacob Merckellildä",1
"3449","prändätty, directeurildä ja cuningselda [sic] kirjan-präntäjäldä, Jacob Merckellildä",1
"3450","prändätty,directeurilda ja cuning:selda kirjan-präntäjäldä suuren-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"3451","prändätty. G. W. Londicerildä",1
"3452","prändätty. J. C. Frenckellidä",1
"3453","prändättyt Frenckellin kirjanprändisä",1
"3454","prändättyt J. C. Frenckelildä",1
"3455","prändättyt Johan Winterildä cuningal: kirjanpränt",1
"3456","prändäty directeuri Jacob Merckellin wainajan präntisä",1
"3457","prändätyt Eric Flodströmildä Kuning. acad. kirjanpräntäjäldä",1
"3458","prändätyt Erich Flodströmildä",1
"3459","prändätyt directeurildä ja cuning:da kirjan präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä",1
"3460","prändätyt mag. J. C. Frenckellin tykönä",1
"3461","pränt. F. P. Paulssenildä",1
"3462","pränt. H. C. Merckell cun. kirj. pränt",1
"3463","pränt. H. C. Merckell, cun. kirj. pränt",1
"3464","pränt. Joh. Kämpildä, cun. Acad. kirjanpr",1
"3465","pränta af puk-dryckaren Juhan Gämpä",1
"3466","präntetty Henr. C. Merckellildä, Cuning:sen Majestätin kirjanpränt. suuren ruhtinan maasa Suomesa",1
"3467","präntetty J. P. Lindhilda",1
"3468","pränttäis Henrich Christop. Merckell, cuning. kirjain pränttäjä",1
"3469","pränttäis Henrich Christoph. Merckell, Cuning. Maij:tin kirjain pränttäjä",1
"3470","pränttäis Iohan Winteri, kuning.nen booktr.ri suures ruhtinan maasa Suomes",1
"3471","pränttäis cuningal. kirj. pränt. Henr. Christoph. Merckell",1
"3472","pränttäis cuningalinen kirjanpainaja Nicolaus Wankif",1
"3473","pränttäisi Iohan Wald, A. t",1
"3474","pränttätty direktörin Joh. A. Carlbohmin tykönä",1
"3475","präntäisi Johan Winteri",1
"3476","präntätty ... Johan A. Carlbohmin tykönä",1
"3477","präntätty Christopher Reusnerildä",1
"3478","präntätty Cun. Maj:t kirjan pränt. suur. ruht. maasa Suomes Henr. C. Merckellin leskeldä",1
"3479","präntätty Cun. Maj:t kirjan pränt. suur. ruht. maasa Suomes. Henr. C. Merckellin leskeldä",1
"3480","präntätty Cuningalisen academian kirjanpräntäjäldä Erich Flodströmildä",1
"3481","präntätty Daniel J. Medelplanilda, cuningall. gymnasiumin kirjan präntäjäldä",1
"3482","präntätty Daniel Medelplanilda, gymn. präntärildä",1
"3483","präntätty Erich Flodströmildä Kuningalisen academian kirjanpräntäjäldä",1
"3484","präntätty Frenckellin kirjan-präntisä",1
"3485","präntätty G. W. Londicerildä",1
"3486","präntätty Georg Wilhelm Londicerildä. Prändätyn exemplarin jälkeen",1
"3487","präntätty H. C. Merckelildä, cuning:da kirjan präntäjäldä",1
"3488","präntätty Hendrich Keijsarin cuningalisen kirjanpainajan waiwal ja culutoxel",1
"3489","präntätty Henr. C. Merckellildä, Cuningal. kirjan- präntäj. suures ruhtinan maasa Suomesa",1
"3490","präntätty Henrich Keisarilda",1
"3491","präntätty Iohan L. Wallilda, cuning. Acad. kirjain pränttäjäldä",1
"3492","präntätty Iohan Waldilda, A.t",1
"3493","präntätty J. C. Frenckellin ja pojan kirjan-präntisä",1
"3494","präntätty Joh. Christ. Frenckellin tykönä",1
"3495","präntätty Joh. Georg Eberdildä",1
"3496","präntätty Joh. Kiämpildä",1
"3497","präntätty Johan Christopher Frenckellildä",1
"3498","präntätty Johan Christopher Frenckellildä Kuning:sen acad. kirjan präntäjäldä",1
"3499","präntätty Johan Petter Lindin tykönä",1
"3500","präntätty Johan Winterildä",1
"3501","präntätty Johan Winterildä, cuningaliselda kirjain präntäjäldä",1
"3502","präntätty Johan Winterildä, cuningalliselda kirjainpränttäjäldä",1
"3503","präntätty Johann Köhlerildä",1
"3504","präntätty Kuning:sa suomalaisesa präntisä",1
"3505","präntätty Kuning:sa suomalaisesa präntisä, direktörin Joh. A. Carlbohmin, tykönä",1
"3506","präntätty Kuning:sen maj:tin präntisä",1
"3507","präntätty Kuning:sesa suomalaisesa präntisä direktörin Johan A. Carlbohmin tykönä",1
"3508","präntätty Kuning:sesa suomalaisesa präntisä, direktörin Joh. A. Carlbohmin tykönä",1
"3509","präntätty Kuning:sesa suomelaisesa präntisä. direktörin Johan A. Carlbohmin tykönä",1
"3510","präntätty Kuningalisesa suomalaisesa präntisä",1
"3511","präntätty Kuningallisesa suomalaisesa prändisä, Joh. Arv. Carlbomin omalla kulutuxella",1
"3512","präntätty Kuningallisesa suomalaisesa präntisa, Johan A. Carlbohmilda",1
"3513","präntätty Kuningallisessa suomalaisesa prändisä, Joh. Arv. Carlbomin omalla kulutuxella",1
"3514","präntätty Lars Salvius wainajan präntisä",1
"3515","präntätty Nicolaus Wankifwin wainajan tryckisä",1
"3516","präntätty Pietari Hannuxen pojalda, A. t",1
"3517","präntätty Pietari Hannuxn [sic] pojalda",1
"3518","präntätty cun. kirj. pränt. Henr. C. Meckellin [sic] leskeldä",1
"3519","präntätty cun. kirj. pränt. Henr. Christoph. Merckellin leskeldä",1
"3520","präntätty cun. kirj. pränt. suuren ruhtin. maasa Suom. Henr. C. Merckelin leskeldä",1
"3521","präntätty cun. kirj. pränt. suuren ruhtin. maasa Suom. Henr. C. Merckellin leskeldä",1
"3522","präntätty cuningalises kirjanpr: Wankijfwin lesken tykönä",1
"3523","präntätty cuningallisesa suomalaisesa präntisä",1
"3524","präntätty directörin J. A. Carlbohmin tykönä",1
"3525","präntätty directörin Joh. A. Carlbohmin tykönä",1
"3526","präntätty directörin Johan A. Carlbohm tykönä",1
"3527","präntätty direktörin Johan A. Carlbohmin tykönä",1
"3528","präntätty ja ylöspandu Johan A. Carlbohmin tykönä",1
"3529","präntätty ja ylöspandu directörin Johan A. Carlbohmin tykönä",1
"3530","präntätty kuning. suomalaisesa pränttisä",1
"3531","präntätty präntäijäin directörin J. H. Wernerin tykönä",1
"3532","präntätty präntäjäin dierctörin J. H. Wernerin tykönä",1
"3533","präntätty präntäjäin directörin Joh. H. Wernerin tykönä",1
"3534","präntätty waldacunnan historiographin tykönä, Hartwig Gerkenildä",1
"3535","präntätty, H. C. Merckelildä, cuning:da kirjan präntäjäldä",1
"3536","präntätty, directeuril ja cuningalliselda kirjan präntäjäldä, Jacob Merckellildä",1
"3537","präntättynä päälliseksi, Merckelildä mielisuosin",1
"3538","präntäty cun. kirjan präntäjän Henr. C. Merckellin leskeldä",1
"3539","präntäty präntäijäin directörin J. H. Wernerin tykönä",1
"3540","präntätyt Frenckellin kirja-präntisä",1
"3541","pyynnön jälken Joh. Christoph. Frenckellildä",1
"3542","på Kongl. Vet. Acad. kostnad, Wennberg et Nordström",1
"3543","på egen bekostn. A. Habereger, G. och A. C. btr",1
"3544","på kammereraren I. S. Ekmansons förlag, och säljes i dess bokhandel på Norrbro",1
"3545","recud. Iohan. Winter reg. typogr. :;Winter, Johan",1
"3546","recusa  Johanne Vogelio, Acad. typog",1
"3547","recusa  Johanne Winter, typogr. reg. Finlandiae",1
"3548","recusa Iohanne Pauli, Academia typographo",1
"3549","recusa a^ Johanne Winter",1
"3550","recusa a^ Johanne Winter, tyg. [sic] reg",1
"3551","recusus a^ Johanne Winter, typ. reg",1
"3552","reg. Acad. typ. Joh. Kiämpe",1
"3553","s. Moellers änka",1
"3554","s. a Joh. Kiämpe R. Ac. typ",1
"3555","s. ab haered. Pet. Hans. Ac. typ",1
"3556","s. apud E. Flodström, Reg. Acad. typogr",1
"3557","s. apud Hans. A. t",1
"3558","s. apud Hansonii Acad. typogr",1
"3559","s. apud Hanssonii",1
"3560","s. apud Hanssonii, Acad. t",1
"3561","s. apud Jo. Laurentii Wal",1
"3562","s. apud Joh. L. Wallium, A. t",1
"3563","s. apud Johannem L. Wallium, Acad. typogr",1
"3564","s. apud Matth. Syngmanni",1
"3565","s. apud. Hansonii typogr. Acad",1
"3566","s. apud. Johannem Laur. Wallium. Regiae Univ. ibid. typogr",1
"3567","s. a` Johanne Winter, reg. typogr",1
"3568","s. a^ Joh. L. Wallium A. t",1
"3569","s.l",1
"3570","s.n. tai Daniel Medelplan",1
"3571","s: apud Hansonii",1
"3572","s: a` Joh. Winter, Reg. typogr",1
"3573","sa  Joh. L. Wallio, A. t",1
"3574","sa  Johanne Laur. Wallio, Regiae Univ. ibid. typogr",1
"3575","sa  Johanne Vogel, Acad. typogr",1
"3576","sa  Johanne Vogelio, Acad. typogr",1
"3577","sa  Johanne Wald, Acad. typogr",1
"3578","sa  Johanne Waldh Acad. typogr",1
"3579","sa  Johanne Waldio, Academ. typograph",1
"3580","sa  Johanne Waldio, Reg. Acad. Abone¨s. typogr",1
"3581","sa  Johanne Waldio, Reg. Univ. Ab. typogr",1
"3582","sa  Johanne Waldio, Reg. Univ. Abons. typogr",1
"3583","sa  Johanne Winter, Regio typographo",1
"3584","sa  Johanne Winter, typ. reg",1
"3585","sa  Petro Hansonio",1
"3586","sa  Petro Hansonio Acad. typ",1
"3587","sa  Petro Hansson Acad. typog",1
"3588","sa  a Laurentio Wall",1
"3589","sa Acad. apuc Petri Waldz",1
"3590","sa Acad. in officina^ p.m. Petri Wald",1
"3591","sa Academiae apud Waldianam",1
"3592","sa Academiae ibidem",1
"3593","sa Eschilli Matthiae",1
"3594","sa Johanne Waldio, Acad. typogr",1
"3595","sa Petro Hansonio, Acad. typogr",1
"3596","sa a Johanne Winter, Reg. typogr",1
"3597","sa a Johanne Winter, typ. reg",1
"3598","sa a Petro Hansonio, Acad. typogr",1
"3599","sa ab Heinrico Keyser",1
"3600","sa apud Hansonii",1
"3601","sa apud Hansonii, typograph. Acad",1
"3602","sa apud Hanssonii, Acad. typogr",1
"3603","sa apud Joh. Wallium, A. t",1
"3604","sa apud Johannem L. Wallium, Regiae Univers. ibid. typogr",1
"3605","sa apud Johannem Laurentii Wallium, Regiae Academiae typogr",1
"3606","sa apud Johannem Laurentii Wallium, Regiae Univ. ibidem typogr",1
"3607","sa apud Johannem Wallium, A. t",1
"3608","sa apud Matth. Syngman",1
"3609","sa apud Petr. Hanson, Acad. typogr",1
"3610","sa apud Petrum Hansson Acad. typog",1
"3611","sa apud Petrum Wald",1
"3612","sa apud b. Hansonii, Acad. typogr",1
"3613","sa apud widuam M. Syngmanni",1
"3614","sa a` Iohanne Winter, Reg: typogr. Finlandiae",1
"3615","sa a` Joh. Wallio, A. t",1
"3616","sa a` Joh. Winter",1
"3617","sa a` Johanne Brendeken, Acad. typographo",1
"3618","sa a` Johanne Wald Acad. typogr",1
"3619","sa a` Johanne Waldio Academ. typograph",1
"3620","sa a` Johanne Waldio, Reg. Univ. Aboe¨nsi typogr",1
"3621","sa a` Johanne Winter, Reg: typogr",1
"3622","sa a` Johanne Winter, Reg: typogr. Finlandiae",1
"3623","sa a` Johanne Winter, Regio typographo",1
"3624","sa a` Petro Hansson Acad. typog",1
"3625","sa a^ J. G. Eberdt",1
"3626","sa a^ Joh. Waldio, Acad. typogr",1
"3627","sa a^ Joh. Wallio, A. t",1
"3628","sa a^ Joh. Winter, Reg. typ",1
"3629","sa a^ Johan. Winter, reg. typogr",1
"3630","sa a^ Johanne L. Wallio Reg. Academiae ibid. typogr",1
"3631","sa a^ Johanne L. Wallio, Acad. typogr",1
"3632","sa a^ Johanne L. Wallio, Reg. Academiae ibid. typogr",1
"3633","sa a^ Johanne L. Wallio, Regiae Univ. ibidem typographo",1
"3634","sa a^ Johanne Laur. Wallio, Regiae Univ. ibid. typogr",1
"3635","sa a^ Johanne Laur. Wallio, Regiae Univers. ibid. typogr",1
"3636","sa a^ Johanne Wald, Acad. typogr",1
"3637","sa a^ Johanne Waldio, Academiae typographo",1
"3638","sa a^ Johanne Winter, Reg. typogr",1
"3639","sa a^ Johanne Winter, s. r. m:tis in Finlandia^ typographo",1
"3640","sa a^ Johanne Winter, s: r: m:tis in Finlandia^ typographo",1
"3641","sa a^ Johanne Winter, typ. Reg",1
"3642","sa a^ Johanne Winter, typogr. reg",1
"3643","sa a^ Pero [sic] Hansonio",1
"3644","sa a^ Petro Hanson, Acad. typog",1
"3645","sa a^ Petro Hanson, Acad: typ",1
"3646","sa a^ Petro Hansonio Aacd. [!] typ",1
"3647","sa a^ Petro Hansonio Ac. t",1
"3648","sa a^ Petro Hansonio, A. typ",1
"3649","sa a^ Petro Hansonio, Ac. t",1
"3650","sa a^ Petro Hansonio. Ac. t",1
"3651","sa a^ Petro Hansonio. Acad. typ",1
"3652","sa a^ Petro Hansonius Acad. typog",1
"3653","sa a^ Petro Hansson",1
"3654","sa a^ Petro Hanzonio [!], Acad. typogr",1
"3655","sa a^ Petro Hasonio [!] A. t",1
"3656","sa in officina Petri Wald Ac. typ",1
"3657","sa per Danielem Medelplanium gymn. Wijb. typograhpum",1
"3658","sa, a^ Johanne Winter",1
"3659","sa, a^ Petro Hansonio Acad. typ",1
"3660","sa, a^ Petro Hansonio, Acad. typ",1
"3661","sae  Johanne Winter. Reg. typogr",1
"3662","sae  Johannes Winter",1
"3663","sae  Petro Hansonio Acad. t",1
"3664","sae Acad. apud Petri Waldz",1
"3665","sae Eschilli Matthiae",1
"3666","sae Johanne Winter",1
"3667","sae a Johanne Winter",1
"3668","sae a Petro Hansonio Acad. typogr",1
"3669","sae apud Hanssonii, A. t",1
"3670","sae apud Petr. Hanson. A. typogr",1
"3671","sae a` Johanne Winter, regio typogr. Finland",1
"3672","sae a` Johanne Winter, typogr. reg. in Finlandia",1
"3673","sae a^ Johanne Waldio, Reg. Univ. Abo. typogr",1
"3674","sae a^ Johanne Winter, reg. typ",1
"3675","sae a^ Petro Hansonio A. t",1
"3676","sae a^ Petro Hansonio Acad. typog",1
"3677","sae a^ Petro Hansonio acad. typ",1
"3678","sae a^ Petro Hansonio, Acad. typog",1
"3679","sae a^ Petro Hansonio, Acad. typographo & nunc hoc titulo vulgatae per Joh. Waldium Hans. successorem",1
"3680","sae a^ Petro Hansson, Acad. typogr",1
"3681","sahl. Billingsleys tryckerij af J. E. Balduin, f",1
"3682","sal [!] J. H. Werners enkia",1
"3683","sal. Andr. Biörkmans enckia",1
"3684","sal. Andr. Biörkmans enka",1
"3685","sal. Biörckegrens änka, år",1
"3686","sal. Falcks änka",1
"3687","sal. Frantz Philipp Paulssens enkia",1
"3688","sal. H. C. Merckells änckia",1
"3689","sal. J. G. Matthiae, Kongl. Antiquit. archivi boktryckarens enckia; af Joh. L. S. Horn, fact",1
"3690","sal. J. H. Werners enkia",1
"3691","sal. Johan Höjers encka",1
"3692","sal. Mich. Laurelii enckia",1
"3693","sal. Wankijfs enkia",1
"3694","sam a^ Petro Hansonio, Acad. typog",1
"3695","sa^ Petro Hansonio, Ac. t",1
"3696","scripsit J. Pedanus, Acad. typogr. Prostat apud J. Hallervordeum",1
"3697","se a^ Johanne Winter",1
"3698","si  Johanne Waldio, Reg. Univers. Abons. typogr",1
"3699","si  Johanne Winter",1
"3700","si Acad. apud Petri Wald",1
"3701","silde minun rackahalda Amunild Lauritzan poialda",1
"3702","ssae M. Simonis Cronenbergij",1
"3703","ssae apud Matth. Syngmanni",1
"3704","ssae apud Reg. Acad. typ. J. C. Frenckell",1
"3705","ssae apud Reg. Acad. typogr. J. C. Frenckell",1
"3706","ssae a^ Petro Hansonio Acad. typ",1
"3707","ssae a^ Petro Hansonio, A.t",1
"3708","ssae a^ Petro Hansonio, Acad. typogr",1
"3709","ssae a^ Petro Hansonio. Academiae typographo",1
"3710","ssa^ a^ Petro Hansonio Acad. typogr",1
"3711","sse [!] apud Reg. Acad. typ. J. C. Frenckell",1
"3712","ssit, Johan. Christophor. Frenckell",1
"3713","ssum  Johanne Winter, reg. typographo in Finland",1
"3714","ssum Laurentii Salvii",1
"3715","ssum a Joh. Kiaempe, typis. Acad",1
"3716","ssum apud Eschillum Matthiae",1
"3717","ssum apud Johannem L. Wallium, Regiae univers. ibidem typogr",1
"3718","ssum apud Johannem Laurentii Wallium, A. t",1
"3719","ssum a^ Joh. Henr. Werner, reg. typogr",1
"3720","ssum a^ Johanne Christophoro Frenckell",1
"3721","ssum a^ Petro Hanson, Acad. typog",1
"3722","ssum a^ Petro Hansonio",1
"3723","ssum a^ Petro Hansonio Acad. typ",1
"3724","ssum a^ Petro Hansonio, Acad. typog",1
"3725","ssus a Johanne Winter, typographo regio",1
"3726","ssus ab Eschillo Matthiae",1
"3727","ssus apud Johannem Laurentii Wallium, Regiae Univers. ibidem typogr",1
"3728","ssus a` Johanne Laurentii Wallio, A. t",1
"3729","ssus a` Johanne Laurentii Wallio, Acad. typogr",1
"3730","ssus a^ Johanne Christophoro Frenckell",1
"3731","ssus a^ Petro Hansonio Acad. typog",1
"3732","ssus a^ Petro Hansonio, Acad. typog",1
"3733","ssus in officin [sic] Regiae Antiquitatis Archivi typografi, Joh. Laur. Horrn",1
"3734","stanno Kreusigiano",1
"3735","stanno Werneriano",1
"3736","suis exscripsit Augustinus Ferberus",1
"3737","sum  Johanne Vogelio, Academiae typographo",1
"3738","sum  Johanne Waldio, Acad. typogr",1
"3739","sum  Johanne Winter, typogr. Reg. in Finlandia",1
"3740","sum  Johanne Winter, typogr. reg. in Finlandia",1
"3741","sum  Johanne Winter, typographo regio, in magno ducatu Finlandiae",1
"3742","sum  Petro Hansonio Acad. typ",1
"3743","sum  Petro Hansonio, Acad. typogr",1
"3744","sum  Petro Hansonio. Acad. typ",1
"3745","sum  Sae Rae Mtis typographo Johanne Winter",1
"3746","sum Acad. apud Petri Wald",1
"3747","sum Acad. apud Petri Waldz",1
"3748","sum Kiämpianis",1
"3749","sum a Petro Hansonio, Acad. typog",1
"3750","sum apud Joh. L. Wallium, A. t",1
"3751","sum apud Johannem L. Wallium A. t",1
"3752","sum apud Johannem L. Wallium. A. t",1
"3753","sum apud Petrum Wald",1
"3754","sum apud Petrum Wald, Acad. typog",1
"3755","sum a` Joh. Winter. Reg. typ",1
"3756","sum a` Johanne Winter",1
"3757","sum a` Johannf [sic] Winter, reg. typogr",1
"3758","sum a^ Joh. Wallio, A. t",1
"3759","sum a^ Johanne Winter, typog. regio in magno ducatu Finlandiae",1
"3760","sum a^ Petro Hanson Acad. typogr",1
"3761","sum a^ Petro Hanson: Acad. typ",1
"3762","sum a^ Petro Hansonio A. t",1
"3763","sum a^ Petro Hansonio Acad. typogr",1
"3764","sum a^ Petro Hansonio, Acad. typ",1
"3765","sum typ. Acad. apud Petri Waldz",1
"3766","sumptibus & Henrici Käysers regij typographi",1
"3767","sumptibus Henrici Käysers, Regii typographi",1
"3768","sumptibus Ioannis Ianssonii",1
"3769","sumptibus Jacobi Schneidleri",1
"3770","sumptibus Zacharie Litzens, bibliop. ibid. Recusa a Joh. L. Wallio, Reg. Univ. typogr",1
"3771","sumptibus authoris recusa a^ Johanne Winter, typ. regio",1
"3772","sumptibus et impensis Joh. von Coelln, m. doct. & possess. typogr. S. R. M. privil. munit",1
"3773","sumq[ue] nemp Hansonianae",1
"3774","sumt: et inv: J: L: Er: f",1
"3775","sumtibus & Joh. Laur. Horrn, Reg. antiqv. archiv. typogr",1
"3776","sumtibus Academiae,  J. C. Frenckell, Ac. typ",1
"3777","sumtibus Jacobi Loefleri, Reg. Academiae bibliopolae",1
"3778","sumtibus auctoris & Frenckellianis",1
"3779","sumtibus auctoris. Excud. Joh. Kiaempe, Reg. Acad. typ",1
